re_Code;re_Text;re_Hauptdiagnose;re_Nebendiagnose;re_Prozedur
9-624.3;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 8 bis 10 Therapieeinheiten pro Woche;0;0;1
9-624.4;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 10 bis 12 Therapieeinheiten pro Woche;0;0;1
9-624.5;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 12 bis 14 Therapieeinheiten pro Woche;0;0;1
9-624.6;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 14 bis 16 Therapieeinheiten pro Woche;0;0;1
9-625.0;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten Therapieeinheiten: 1/12 bis 2 Therapieeinheiten/Woche;0;0;1
9-625.1;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 2 bis 4 Therapieeinheiten/Woche;0;0;1
9-625.2;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 4 bis 6 Therapieeinheiten/Woche;0;0;1
9-625.3;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 6 bis 8 Therapieeinheiten/Woche;0;0;1
9-625.4;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 8 bis 10 Therapieeinheiten/Woche;0;0;1
9-625.5;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 10 bis 12 Therapieeinheiten/Woche;0;0;1
9-625.6;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 12 bis 14 Therapieeinheiten/Woche;0;0;1
9-625.7;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 14 bis 16 Therapieeinheiten/Woche;0;0;1
9-625.8;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 16 bis 18 Therapieeinheiten/Woche;0;0;1
9-625.9;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 18 bis 20 Therapieeinheiten/Woche;0;0;1
9-625.a;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 20 bis 22 Therapieeinheiten/Woche;0;0;1
9-625.c;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 24 bis 26 Therapieeinheiten/Woche;0;0;1
9-625.d;Psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen mit durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten TEen: mehr als 26 bis 28 Therapieeinheiten/Woche;0;0;1
9-630.0;1/12 bis 2 durch Ärzte erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-630.1;Mehr als 2 bis 4 durch Ärzte erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-630.2;Mehr als 4 bis 6 durch Ärzte erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-630.3;Mehr als 6 bis 8 durch Ärzte erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-630.4;Mehr als 8 bis 10 durch Ärzte erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-630.5;Mehr als 10 bis 12 durch Ärzte erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-630.6;Mehr als 12 bis 14 durch Ärzte erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-630.7;Mehr als 14 bis 16 durch Ärzte erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-631.0;1/12 bis 2 durch Psychologen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-631.1;Mehr als 2 bis 4 durch Psychologen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-631.2;Mehr als 4 bis 6 durch Psychologen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-631.3;Mehr als 6 bis 8 durch Psychologen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-631.4;Mehr als 8 bis 10 durch Psychologen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-631.5;Mehr als 10 bis 12 durch Psychologen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-631.6;Mehr als 12 bis 14 durch Psychologen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-631.7;Mehr als 14 bis 16 durch Psychologen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-631.8;Mehr als 16 durch Psychologen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.0;1/12 bis 2 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.1;Mehr als 2 bis 4 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.2;Mehr als 4 bis 6 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.3;Mehr als 6 bis 8 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.4;Mehr als 8 bis 10 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.5;Mehr als 10 bis 12 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.6;Mehr als 12 bis 14 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.7;Mehr als 14 bis 16 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.8;Mehr als 16 bis 18 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.9;Mehr als 18 bis 20 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.a;Mehr als 20 bis 22 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.b;Mehr als 22 bis 24 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-632.c;Mehr als 24 durch Spezialtherapeuten erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-633.0;1/12 bis 2 durch Pflegefachpersonen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-633.1;Mehr als 2 bis 4 durch Pflegefachpersonen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-633.2;Mehr als 4 bis 6 durch Pflegefachpersonen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-633.3;Mehr als 6 bis 8 durch Pflegefachpersonen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-633.4;Mehr als 8 bis 10 durch Pflegefachpersonen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-633.5;Mehr als 10 bis 12 durch Pflegefachpersonen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-633.6;Mehr als 12 bis 14 durch Pflegefachpersonen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-633.7;Mehr als 14 bis 16 durch Pflegefachpersonen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-633.8;Mehr als 16 bis 18 durch Pflegefachpersonen erbrachte Therapieeinheiten/Woche bei der psychosomatisch-psychotherapeutischen Komplexbehandlung bei psychischen, psychosomatischen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-640.00;Erhöhter Betreuungsaufwand bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen: 1:1-Betreuung: Mindestens 2 bis 6 Stunden pro Tag;0;0;1
9-640.01;Erhöhter Betreuungsaufwand bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen: 1:1-Betreuung: Mehr als 6 bis 12 Stunden pro Tag;0;0;1
9-640.02;Erhöhter Betreuungsaufwand bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen: 1:1-Betreuung: Mehr als 12 bis 18 Stunden pro Tag;0;0;1
9-640.03;Erhöhter Betreuungsaufwand bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen: 1:1-Betreuung: Mehr als 18 Stunden pro Tag;0;0;1
9-640.10;Erhöhter Betreuungsaufwand bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen: Betreuung in der Kleinstgruppe: Mindestens 2 bis 6 Stunden pro Tag;0;0;1
9-640.11;Erhöhter Betreuungsaufwand bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen: Betreuung in der Kleinstgruppe: Mehr als 6 bis 12 Stunden pro Tag;0;0;1
9-640.12;Erhöhter Betreuungsaufwand bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen: Betreuung in der Kleinstgruppe: Mehr als 12 Stunden pro Tag;0;0;1
9-641.0;Kriseninterventionelle Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen: Kriseninterventionelle Behandlung von mehr als 1,5 Stunden pro Tag durch Ärzte und/oder Psychologen;0;0;1
9-641.1;Kriseninterventionelle Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen: Kriseninterventionelle Behandlung von mehr als 1,5 Stunden pro Tag durch Spezialtherapeuten und/oder Pflegefachpersonen;0;0;1
9-642;Integrierte klinisch-psychosomatisch-psychotherapeutische Komplexbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen;0;0;1
9-643.0;Psychiatrisch-psychotherapeutische Behandlung im besonderen Setting (Mutter/Vater-Kind-Setting): Mindestens 1 bis höchstens 7 Tage;0;0;1
9-643.1;Psychiatrisch-psychotherapeutische Behandlung im besonderen Setting (Mutter/Vater-Kind-Setting): Mindestens 8 bis höchstens 14 Tage;0;0;1
9-643.2;Psychiatrisch-psychotherapeutische Behandlung im besonderen Setting (Mutter/Vater-Kind-Setting): Mindestens 15 bis höchstens 21 Tage;0;0;1
9-643.3;Psychiatrisch-psychotherapeutische Behandlung im besonderen Setting (Mutter/Vater-Kind-Setting): Mindestens 22 bis höchstens 28 Tage;0;0;1
9-643.4;Psychiatrisch-psychotherapeutische Behandlung im besonderen Setting (Mutter/Vater-Kind-Setting): Mindestens 29 bis höchstens 35 Tage;0;0;1
9-643.5;Psychiatrisch-psychotherapeutische Behandlung im besonderen Setting (Mutter/Vater-Kind-Setting): Mindestens 36 bis höchstens 42 Tage;0;0;1
9-643.6;Psychiatrisch-psychotherapeutische Behandlung im besonderen Setting (Mutter/Vater-Kind-Setting): Mindestens 43 bis höchstens 49 Tage;0;0;1
9-643.7;Psychiatrisch-psychotherapeutische Behandlung im besonderen Setting (Mutter/Vater-Kind-Setting): Mindestens 50 Tage;0;0;1
9-654.0;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit 1/5 bis 2 Therapieeinheiten pro Woche;0;0;1
9-654.1;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 2 bis 4 Therapieeinheiten pro Woche;0;0;1
9-654.2;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 4 bis 6 Therapieeinheiten pro Woche;0;0;1
9-654.3;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 6 bis 8 Therapieeinheiten pro Woche;0;0;1
9-654.4;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 8 bis 10 Therapieeinheiten pro Woche;0;0;1
9-654.5;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 10 bis 12 Therapieeinheiten pro Woche;0;0;1
9-654.6;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 12 bis 14 Therapieeinheiten pro Woche;0;0;1
9-654.7;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 14 bis 16 Therapieeinheiten pro Woche;0;0;1
9-654.8;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 16 bis 18 Therapieeinheiten pro Woche;0;0;1
9-654.9;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 18 bis 20 Therapieeinheiten pro Woche;0;0;1
9-654.a;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 20 bis 22 Therapieeinheiten pro Woche;0;0;1
9-654.b;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 22 bis 24 Therapieeinheiten pro Woche;0;0;1
9-654.c;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 24 bis 26 Therapieeinheiten pro Woche;0;0;1
9-654.d;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 26 bis 28 Therapieeinheiten pro Woche;0;0;1
9-654.e;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 28 bis 30 Therapieeinheiten pro Woche;0;0;1
9-654.f;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 30 bis 32 Therapieeinheiten pro Woche;0;0;1
9-654.g;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 32 Therapieeinheiten pro Woche;0;0;1
9-655.0;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: 1/5 bis 2 Therapieeinheiten pro Woche;0;0;1
9-655.1;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 2 bis 4 Therapieeinheiten pro Woche;0;0;1
9-655.2;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 4 bis 6 Therapieeinheiten pro Woche;0;0;1
9-655.3;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 6 bis 8 Therapieeinheiten pro Woche;0;0;1
9-655.4;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 8 bis 10 Therapieeinheiten pro Woche;0;0;1
9-655.5;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 10 bis 12 Therapieeinheiten pro Woche;0;0;1
9-655.6;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 12 bis 14 Therapieeinheiten pro Woche;0;0;1
9-655.7;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 14 bis 16 Therapieeinheiten pro Woche;0;0;1
9-655.8;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 16 bis 18 Therapieeinheiten pro Woche;0;0;1
9-655.9;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 18 bis 20 Therapieeinheiten pro Woche;0;0;1
9-655.a;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 20 bis 22 Therapieeinheiten pro Woche;0;0;1
9-655.b;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 22 bis 24 Therapieeinheiten pro Woche;0;0;1
9-655.c;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 24 bis 26 Therapieeinheiten pro Woche;0;0;1
9-655.d;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 26 bis 28 Therapieeinheiten pro Woche;0;0;1
9-655.e;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 28 bis 30 Therapieeinheiten pro Woche;0;0;1
9-655.f;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 30 bis 32 Therapieeinheiten pro Woche;0;0;1
9-655.g;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 32 bis 34 Therapieeinheiten pro Woche;0;0;1
9-655.h;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 34 bis 36 Therapieeinheiten pro Woche;0;0;1
9-655.j;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 36 bis 38 Therapieeinheiten pro Woche;0;0;1
9-655.k;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 38 bis 40 Therapieeinheiten pro Woche;0;0;1
9-655.m;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 40 bis 42 Therapieeinheiten pro Woche;0;0;1
9-655.n;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 42 bis 44 Therapieeinheiten pro Woche;0;0;1
9-655.p;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 44 bis 46 Therapieeinheiten pro Woche;0;0;1
9-655.q;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 46 bis 48 Therapieeinheiten pro Woche;0;0;1
9-655.r;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 48 bis 50 Therapieeinheiten pro Woche;0;0;1
