ID_MDC;ID_Partition;ID_DRG;ID_Text
04 ;M;E65C;Chronisch-obstruktive Atemwegserkrankung ohne äußerst schwere CC, ohne starre Bronchoskopie, ohne komplizierende Diagnose, ohne FEV1 < 35% oder ein Belegungstag, Alter > 0 Jahre
04 ;M;E66A;Schweres Thoraxtrauma mit komplizierender Diagnose
04 ;M;E66B;Schweres Thoraxtrauma ohne komplizierende Diagnose
04 ;M;E69A;Bronchitis und Asthma bronchiale, mehr als ein Belegungstag, mit äußerst schweren oder schweren CC, Alter < 1 Jahr ohne RS-Virus-Infektion oder bei Para- / Tetraplegie
04 ;M;E69B;Bronchitis und Asthma bronchiale, mehr als 1 BT u. Alter >  55 J. od. mit äußerst schw. od. schw. CC, Alt. > 0 J. od. 1 BT od. oh. äußerst schw. od. schw. CC, Alt. < 1 J. od. flex. Bronchoskopie, Alt. < 16 J., m. RS-Virus-Infekt.
04 ;M;E69C;Bronchitis und Asthma bronchiale, ein Belegungstag oder ohne äußerst schwere oder schwere CC, Alter < 1 Jahr oder flexible Bronchoskopie, Alter < 16 Jahre, ohne RS-Virus-Infektion
04 ;M;E69D;Bronchitis und Asthma bronchiale, Alter > 0 Jahre und Alter < 6 Jahre und ein Belegungstag oder ohne äußerst schwere oder schwere CC oder Störungen der Atmung mit Ursache in der Neonatalperiode oder Alter < 16 Jahre außer bei Hyperventilation
04 ;M;E69E;Bronchitis und Asthma bronchiale, Alter > 5 Jahre, ein Belegungstag oder Alter > 5 Jahre und Alter < 56 Jahre, ohne äußerst schwere oder schwere CC oder Beschwerden und Symptome d. Atmung ohne komplexe Diagnose, Alter > 15 Jahre oder bei Hyperventilation
04 ;M;E70A;Keuchhusten und akute Bronchiolitis, Alter < 3 Jahre
04 ;M;E70B;Keuchhusten und akute Bronchiolitis, Alter > 2 Jahre
04 ;M;E71A;Neubildungen der Atmungsorgane, mehr als ein Belegungstag mit äußerst schweren CC
04 ;M;E71B;Neubildungen der Atmungsorgane, ohne äußerst schwere CC oder ein Belegungstag, mit Bronchoskopie oder bestimmter Lungenbiopsie
04 ;M;E71C;Neubildungen der Atmungsorgane, ohne äußerst schwere CC oder ein Belegungstag, ohne Bronchoskopie, ohne bestimmte Lungenbiopsie
04 ;M;E73A;Pleuraerguss mit äußerst schweren CC
04 ;M;E73B;Pleuraerguss ohne äußerst schwere CC
04 ;M;E74Z;Interstitielle Lungenerkrankung
04 ;M;E75A;Andere Krankheiten der Atmungsorgane mit äußerst schweren CC, Alter < 10 Jahre
04 ;M;E75B;Andere Krankheiten der Atmungsorgane mit äußerst schweren CC, Alter > 9 Jahre
04 ;M;E75C;Andere Krankheiten der Atmungsorgane ohne äußerst schwere CC oder Beschwerden und Symptome der Atmung mit komplexer Diagnose
04 ;M;E76A;Tuberkulose, mehr als 14 Belegungstage
04 ;M;E76B;Tuberkulose bis 14 Belegungstage mit äußerst schweren oder schweren CC
04 ;M;E76C;Tuberkulose bis 14 Belegungstage ohne äußerst schwere oder schwere CC oder Pneumothorax
04 ;M;E77A;Infektionen und Entzündungen der Atmungsorgane mit komplexer Diagnose oder äußerst schweren CC, mehr als ein Belegungstag, mit intensivmedizinischer Komplexbehandlung > 196 / 368 / - Aufwandspunkte
04 ;M;E77B;Infektionen und Entzündungen der Atmungsorgane mit komplexer Diagnose oder äußerst schweren CC, mehr als ein Belegungstag, mit komplizierender Konstellation oder hochkomplexer Diagnose oder komplexer Diagnose bei Zustand nach Organtransplantation
04 ;M;E77C;Infektionen und Entzündungen der Atmungsorgane mit bestimmter komplexer Infektion und äußerst schweren CC
04 ;M;E77D;Infektionen und Entzündungen der Atmungsorgane mit komplexer Diagnose oder äußerst schweren CC, mehr als ein Belegungstag, mit Komplexbehandlung bei multiresistenten Erregern oder angeborenem Fehlbildungssyndrom
04 ;M;E77E;Infektionen und Entzündungen der Atmungsorgane mit bestimmter komplexer Infektion und schweren CC oder bei Zustand nach Organtransplantation
04 ;M;E77F;Infektionen und Entzündungen der Atmungsorgane mit komplexer Diagnose oder äußerst schweren CC, mehr als ein Belegungstag
04 ;M;E77G;Infektionen und Entzündungen der Atmungsorgane ohne komplexe Diagnose, ohne äußerst schwere CC oder ein Belegungstag, bei Para- / Tetraplegie oder mit Komplexbehandlung bei multiresistenten Erregern
04 ;M;E77H;Infektionen und Entzündungen der Atmungsorgane ohne komplexe Diagnose, ohne äußerst schwere CC oder ein Belegungstag, Alter < 1 Jahr, außer bei Para- / Tetraplegie, ohne Komplexbehandlung bei multiresistenten Erregern
04 ;M;E77I;Infektionen und Entzündungen der Atmungsorgane ohne komplexe Diagnose, ohne äußerst schwere CC oder ein Belegungstag, Alter > 0 Jahre, außer bei Para- / Tetraplegie, ohne Komplexbehandlung bei multiresistenten Erregern
04 ;M;E78Z;Kontrolle oder Optimierung einer bestehenden häuslichen Beatmung, bis 2 Belegungstage
05 ;O;F01A;Implantation Kardioverter / Defibrillator (AICD), Drei-Kammer-Stimulation oder Defibrillator mit subkutaner Elektrode, mit zusätzlichem Herz- oder Gefäßeingriff oder intensmed. Kompl. > 392 / 368 / - Aufwandspunkte, oder myokardmodulierendes System
05 ;O;F01B;Implantation Kardioverter / Defibrillator (AICD), Zwei-Kammer-Stimulation, mit zusätzlichem Herz- oder Gefäßeingriff oder intensmed. Kompl. > 392 / 368 / - Aufwandspunkte
05 ;O;F01C;Implantation Kardioverter / Defibrillator (AICD), Drei-Kammer-Stimulation oder Defibrillator mit subkutaner Elektrode, ohne zusätzlichen Herz- oder Gefäßeingriff
05 ;O;F01D;Implantation Kardioverter / Defibrillator (AICD), Ein-Kammer-Stimulation, mit zusätzlichem Herz- oder Gefäßeingriff oder intensmed. Kompl. > 392 / 368 / - Aufwandspunkte
05 ;O;F01E;Implantation Kardioverter / Defibrillator (AICD), Ein- oder Zwei-Kammer-Stimulation, ohne zusätzlichen Herz- oder Gefäßeingriff, ohne intensmed. Kompl. > 392 / 368 / - Aufwandspunkte, mit äußerst schweren CC
05 ;O;F01F;Implantation Kardioverter / Defibrillator (AICD), Zwei-Kammer-Stimulation, ohne zusätzlichen Herz- oder Gefäßeingriff, ohne intensmed. Kompl. > 392 / 368 / - Aufwandspunkte, ohne äußerst schweren CC
05 ;O;F01G;Implantation Kardioverter / Defibrillator (AICD), Ein-Kammer-Stimulation, ohne zusätzlichen Herz- oder Gefäßeingriff, ohne intensmed. Kompl. > 392 / 368 / - Aufwandspunkte, ohne äußerst schweren CC
05 ;O;F02A;Aggregatwechsel eines Kardioverters / Defibrillators (AICD), Zwei- oder Drei-Kammer-Stimulation
05 ;O;F02B;Aggregatwechsel eines Kardioverters / Defibrillators (AICD), Ein-Kammer-Stimulation
05 ;O;F03A;Herzklappeneingriff mit Herz-Lungen-Maschine mit komplizierender Konstellation oder pulmonale Endarteriektomie oder bestimmter Zweifacheingriff
05 ;O;F03B;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne komplizierende Konstellation, mit Dreifacheingriff oder Alter < 1 Jahr oder Eingriff in tiefer Hypothermie oder intensmed. Kompl. > 392 / 368 / - Aufwandspunkte
05 ;O;F03C;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne kompl. Konstellation, Alter > 0 Jahre, ohne Eingriff in tiefer Hypothermie, ohne intensmed. Kompl. > 392 / 368 / - Punkte, mit Zweifacheingriff oder bei angeb. Herzfehler, mit komplexem Eingriff
05 ;O;F03D;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne kompliz. Konst., Alter > 0 J., ohne Eingr. in tiefer Hypothermie, ohne IntK > 392 / 368 / - P., mit Zweifacheingr. od. kompl. Eingr. od. bei Endokarditis od. bei angeb. Herzfehler, Alter < 16 J.
05 ;O;F03E;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne kompliz. Konstellation, ohne Eingriff in tiefer Hypothermie, ohne IntK > 392 / 368 / - P. , Alter > 15 J., mit Zweifacheingr. od. kompl. Eingriff od. bei Endokarditis od. bei angeb. Herzfehler
05 ;O;F03F;Herzklappeneingr. mit Herz-Lungen-Maschine, ohne kompl. Konst., ohne Eingr. in tiefer Hypoth., ohne IntK > 392 / 368 / - P., ohne Dreifach- / Zweifacheingr., außer bei angeb. Herzfehler, ohne kompl. Eingr., außer bei Endokarditis, Alter > 15 J.
05 ;O;F05Z;Koronare Bypass-Operation mit invasiver kardiologischer Diagnostik oder intraoperativer Ablation, mit komplizierender Konstellation oder Karotiseingriff oder bestimmte Eingriffe mit Herz-Lungen-Maschine in tiefer Hypothermie
05 ;O;F06A;Koronare Bypass-Operation mit mehrzeitigen komplexen OR-Prozeduren, mit komplizierender Konstellation oder Karotiseingriff oder intensivmedizinische Komplexbehandlung > 392 / 368 / - Aufwandspunkte
05 ;O;F06B;Koronare Bypass-Operation mit mehrzeitigen komplexen OR-Prozeduren, ohne komplizierende Konstellation, ohne Karotiseingriff, ohne intensivmedizinische Komplexbehandlung > 392 / 368 / - Aufwandspunkte
05 ;O;F06C;Koronare Bypass-Operation ohne mehrzeitige komplexe OR-Prozeduren, mit kompl. Konstellation oder IntK > 392 / 368 / - P. oder Karotiseingriff oder bei Infarkt oder mit Reoperation oder mit invasiv. kardiolog. Diagnostik, mit intraoperativer Ablation
05 ;O;F06D;Koronare Bypass-Operation ohne mehrzeitige komplexe OR-Prozeduren, ohne kompl. Konstellation, ohne IntK > 392 / 368 / - P., ohne Karotiseingriff, mit invasiv. kardiolog. Diagnostik, bei Infarkt oder mit Reoperation, ohne intraoperative Ablation
05 ;O;F06E;Koronare Bypass-Operation ohne mehrz. kompl. OR-Proz., ohne kompl. Konstellation, ohne IntK > 392 / 368 / - P., ohne Karotiseingr., mit invasiv. kardiolog. Diagnostik od. mit intraoperativer Ablation od. schwersten CC, außer bei Infarkt, ohne Reop.
05 ;O;F06F;Koronare Bypass-Operation ohne mehrzeitige komplexe OR-Prozeduren, ohne kompl. Konstellation, ohne IntK > 392 / 368 / - P., ohne Karotiseingriff, ohne invasive kardiologische Diagnostik, ohne intraoperative Ablation, ohne schwerste CC
05 ;O;F07A;Andere Eingriffe mit Herz-Lungen-Maschine, Alter < 1 Jahr oder mit komplizierender Konstellation oder komplexer Operation
05 ;O;F07B;Andere Eingriffe mit Herz-Lungen-Maschine, Alter > 0 Jahre, ohne komplizierende Konstellation, ohne komplexe Operation
05 ;O;F08A;Rekonstruktive Gefäßeingriffe mit komplizierenden Konstellationen oder komplexe Vakuumbehandlung oder thorakoabdominales Aneurysma oder komplexer Aorteneingriff
05 ;O;F08B;Rekonstruktive Gefäßeingriffe, ohne kompliz. Konst., ohne kompl. Vakuumbeh., ohne thorakoabdominales Aneurysma ohne komplexen Aorteneingriff, mit komplex. Eingr. m. Mehretagen- od. Aorteneingr. od. Re-OP od. best. Bypässen, mit äußerst schw. CC
05 ;O;F08C;Rekonstruktive Gefäßeingr., ohne kompl. Konst., ohne kompl. Vakuumbeh., ohne thorakoabd. Aneurysma ohne kompl. Aorteneingr., mit kompl. Eingr. ohne Mehretagen- od. Aorteneingr., ohne Reop., ohne best. Byp., mit äuß. schw. CC od. mit best. Aorteneingr.
05 ;O;F08D;Rekonstruktive Gefäßeingr., ohne kompl. Konst., ohne kompl. Vakuumbeh., ohne thorakoabdominales Aneurysma ohne kompl. Aorteneingr., mit kompl. Eingr. mit Mehretagen- od. Aorteneingr. od. Reop. od. best. Byp., ohne äuß. schw. CC, ohne best. Aorteneingr.
05 ;O;F08E;Rekonstr. Gefäßeingr., ohne kompl. Konst., ohne kompl. Vakuumbeh., ohne thorakoabd. Aneurysma ohne kompl. Aorteneingr., mit komplex. Eingr., ohne Mehretagen- oder Aorteneingr., ohne Reop., ohne best. Byp., ohne äuß. schw. CC, ohne best. Aorteneingr.
05 ;O;F08F;Rekonstruktive Gefäßeingriffe, ohne kompl. Konst., ohne kompl. Vakuumbeh., ohne thorakoabdominales Aneurysma ohne komplexen Aorteneingriff, ohne komplexen Eingriff, ohne bestimmten Aorteneingriff
05 ;O;F09A;Andere kardiothorakale Eingriffe ohne Herz-Lungen-Maschine, mit komplizierender Konstellation oder Alter < 16 Jahre
05 ;O;F09B;Andere kardiothorakale Eingriffe ohne Herz-Lungen-Maschine, ohne komplizierende Konstellation, Alter > 15 Jahre, mit äußerst schweren CC
05 ;O;F09C;Andere kardiothorakale Eingriffe ohne Herz-Lungen-Maschine, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne äußerst schwere CC
05 ;O;F12A;Implantation eines Herzschrittmachers, Drei-Kammersystem mit äußerst schweren CC oder mit ablativen Maßnahmen oder PTCA oder Implantation mit Revision mit komplexem Eingriff, mit äuß. schw. CC oder mit Sondenentf. mit Excimer-Laser od. Alter < 16 Jahre
05 ;O;F12B;Implantation eines Herzschrittmachers, Drei-Kammersystem ohne äuß. schw. CC, oh. ablative Maßnahme, oh. PTCA oder Implantation eines Herzschrittmachers, Zwei-Kammersystem, oh. kompl. Eingriff, Alter > 15 J., m. Sondenentfernung m. Excimer-Laser
05 ;O;F12C;Implantation eines Herzschrittmachers, Zwei-Kammersystem, Alter < 16 Jahre
05 ;O;F12D;Implantation eines Herzschrittmachers, Zwei-Kammersystem, Alter > 15 Jahre, mit komplexem Eingriff
05 ;O;F12E;Implantation eines Herzschrittmachers, Zwei-Kammersystem, ohne kompl. Eingr., Alter > 15 Jahre, mit äußerst schweren CC oder isolierter offen chirurgischer Sondenimplantation oder Sondenentfernung mit intraluminal expandierbarer Extraktionshilfe
05 ;O;F12F;Implantation eines Herzschrittmachers, Ein-Kammersystem, mit invasiver kardiologischer Diagnostik bei bestimmten Eingriffen oder Alter < 16 Jahre
05 ;O;F12G;Implantation eines Herzschrittmachers, Zwei-Kammersystem, ohne komplexen Eingriff, Alter > 15 Jahre, ohne Sondenentfernung mit Excimer-Laser, ohne äußerst schwere CC oder isolierte offen chirurgische Sondenimplantation
05 ;O;F12H;Implantation eines Herzschrittmachers, Ein-Kammersystem, ohne invasive kardiologische Diagnostik bei bestimmten Eingriffen, Alter > 15 Jahre, mit Implantation eines Ereignisrekorders
05 ;O;F12I;Implantation eines Herzschrittmachers, Ein-Kammersystem, ohne invasive kardiologische Diagnostik bei bestimmten Eingriffen, Alter > 15 Jahre, ohne Implantation eines Ereignisrekorders
05 ;O;F13A;Amputation bei Kreislauferkrankungen an oberer Extremität und Zehen mit äußerst schweren CC und mehrzeitigen Revisions- oder Rekonstruktionseingriffen
05 ;O;F13B;Amputation bei Kreislauferkrankungen an oberer Extremität und Zehen mit äußerst schweren CC, ohne mehrzeitige Revisions- oder Rekonstruktionseingriffe
05 ;O;F13C;Amputation bei Kreislauferkrankungen an oberer Extremität und Zehen ohne äußerst schwere CC
05 ;O;F14A;Komplexe oder mehrfache Gefäßeingriffe außer große rekonstruktive Eingriffe mit äußerst schweren CC
05 ;O;F14B;Komplexe oder mehrfache Gefäßeingriffe außer große rekonstruktive Eingriffe, ohne äußerst schwere CC
05 ;O;F15Z;Perkutane Koronarangioplastie m. komplizierender Konstellation od. m. komplexer Diagn. u. hochkompl. Intervention od. m. perkut. Angioplastie, Alt. < 16 J. od. inv. kardiolog. Diagnostik, mehr als 2 Beleg.tage, m. kompliz. Konstellation od. Endokarditis
05 ;O;F17A;Wechsel eines Herzschrittmachers, Mehrkammersystem oder Alter < 16 Jahre
05 ;O;F17B;Wechsel eines Herzschrittmachers, Einkammersystem, Alter > 15 Jahre
05 ;O;F18A;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter < 16 Jahre oder mit äußerst schweren CC oder mit Sondenentfernung mit Excimer-Laser, mit komplexem Eingriff
05 ;O;F18B;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter < 16 Jahre oder mit äußerst schweren CC oder mit Sondenentfernung mit Excimer-Laser, ohne komplexen Eingriff
05 ;O;F18C;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter > 15 Jahre, ohne äußerst schwere CC, ohne Sondenentfernung mit Excimer-Laser, mit komplexem Eingriff
05 ;O;F18D;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter > 15 Jahre, ohne äußerst schwere CC, ohne Sondenentfernung mit Excimer-Laser, ohne komplexen Eingriff
05 ;O;F19A;Andere perkutan-transluminale Intervention an Herz, Aorta und Lungengefäßen mit äußerst schweren CC
05 ;O;F19B;Andere perkutan-transluminale Intervention an Herz, Aorta und Lungengefäßen oder Radiofrequenzablation über A. renalis, ohne äußerst schwere CC bei anderen perkutan-transluminalen Interventionen an Herz, Aorta und Lungengefäßen, Alter < 16 Jahre
05 ;O;F19C;Andere perkutan-transluminale Intervention an Herz, Aorta und Lungengefäßen, ohne äußerst schwere CC, Alter > 15 Jahre
05 ;O;F19D;Radiofrequenzablation über A. renalis, Alter > 15 Jahre
05 ;O;F20Z;Beidseitige Unterbindung und Stripping von Venen mit bestimmter Diagnose oder äußerst schweren oder schweren CC
05 ;O;F21A;Andere OR-Prozeduren bei Kreislauferkrankungen, mit hochkomplexem Eingriff
05 ;O;F21B;Andere OR-Prozeduren bei Kreislauferkrankungen, ohne hochkomplexen Eingriff, mit komplexem Eingriff
05 ;O;F21C;Andere OR-Prozeduren bei Kreislauferkrankungen, ohne hochkomplexen Eingriff, ohne komplexen Eingriff mit bestimmtem Eingriff
05 ;O;F21D;Andere OR-Prozeduren bei Kreislauferkrankungen, ohne hochkomplexen Eingriff, ohne komplexen Eingriff, ohne bestimmten Eingriff
05 ;O;F24A;Perkutane Koronarangioplastie mit komplexer Diagnose und hochkomplexer Intervention oder mit perkutaner Angioplastie, Alter > 15 Jahre, mit äußerst schweren CC
05 ;O;F24B;Perkutane Koronarangioplastie mit komplexer Diagnose und hochkomplexer Intervention oder mit perkutaner Angioplastie, Alter > 15 Jahre, ohne äußerst schwere CC
05 ;O;F27A;Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen, mit Gefäßeingriff
05 ;O;F27B;Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen, ohne Gefäßeingriff, mit äußerst schweren CC oder komplexer Arthrodese des Fußes oder komplexe Hauteingriffe
05 ;O;F27C;Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen, ohne Gefäßeingriff, ohne äußerst schwere CC, ohne komplexe Arthrodese des Fußes, ohne komplexe Hauteingriffe
05 ;O;F28A;Amputation mit zusätzlichem Gefäßeingriff oder mit Hauttransplantation, mit äußerst schweren oder schweren CC
05 ;O;F28B;Amputation bei Kreislauferkrankungen außer an oberer Extremität und Zehen, ohne Gefäßeingriff, ohne Hauttransplantation, mit äußerst schweren oder schweren CC
05 ;O;F28C;Amputation bei Kreislauferkrankungen außer an oberer Extremität und Zehen, ohne Gefäßeingriff, ohne äußerst schwere oder schwere CC
05 ;O;F29Z;Frührehabilitation bei Krankheiten und Störungen des Kreislaufsystems, mit bestimmter OR-Prozedur, außer kardiothorakale Eingriffe
05 ;O;F30Z;Operation bei komplexem angeborenen Herzfehler oder Hybridchirurgie bei Kindern
05 ;O;F36A;Intensivmedizinische Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems mit komplizierenden Faktoren, > 1176 / 1380 / - Aufwandspunkte
05 ;O;F36B;Intensivmedizinische Komplexbeh. bei Krankh. u. Störungen des Kreislaufsystems m. kompliz. Faktoren, > 588 / 828 / - P. od. > - / - / 1104 P. mit best. OR-Proz. od. > - / - / 552 P. mit best. Ao.stent, od. minimalinv. Eingr. an mehr. Herzklappen
05 ;O;F36C;Intensivmedizinische Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems mit komplizierenden Faktoren, > - / - / 552 Aufwandspunkte ohne bestimmte OR-Prozedur, ohne bestimmten Aortenstent, oder bestimmter mehrzeitiger komplexer Eingriff
05 ;O;F37Z;Längerer stationärer Aufenthalt vor Transplantation bei hoher Dringlichkeitsstufe bei Krankheiten und Störungen des Kreislaufsystems
05 ;O;F39A;Unterbindung und Stripping von Venen mit beidseitigem Eingriff oder bestimmter Diagnose oder äußerst schweren oder schweren CC
05 ;O;F39B;Unterbindung und Stripping von Venen ohne beidseitigen Eingriff, ohne bestimmte Diagnose, ohne äußerst schwere oder schwere CC
05 ;A;F41A;Invasive kardiologische Diagnostik bei akutem Myokardinfarkt mit äußerst schweren CC
05 ;A;F41B;Invasive kardiologische Diagnostik bei akutem Myokardinfarkt ohne äußerst schwere CC
05 ;O;F42Z;Operation b. kompl. angeb. Herzfehler, Hybridchirurgie, best. Herzklappeneingriffe od. and. Eingriffe m. Herz-Lungen-Maschine m. invas. kardiolog. Diagnostik bei Kindern od. best. rekonstruktive Gefäßeingriffe oh. Herz-Lungen-Maschine m. kompl. Eingriff
05 ;A;F43A;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems, Alter < 6 Jahre oder intensivmedizinische Komplexbehandlung > 392 / 552 / 552 Aufwandspunkte
05 ;A;F43B;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems, Alter > 5 Jahre, ohne IntK > 392 / 552 / 552 P., mit komplizierender Konstellation oder bestimmter OR-Prozedur oder IntK > -/ 368 / - P. bei Beatmung > 24 Stunden
05 ;A;F43C;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems, Alter > 5 Jahre, ohne IntK > 392 / 552 / 552 P., ohne komplizierende Konstellation, ohne bestimmte OR-Prozedur, ohne IntK > -/ 368 / - P. bei Beatmung > 24 Stunden
05 ;A;F45Z;Frührehabilitation bei Krankheiten und Störungen des Kreislaufsystems
05 ;A;F48Z;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems
05 ;A;F49A;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, mit äußerst schweren CC, mit komplexem Eingriff
05 ;A;F49B;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, mit äußerst schweren CC, ohne komplexen Eingriff
05 ;A;F49C;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter < 15 Jahre
05 ;A;F49D;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, mit kardialem Mapping oder schweren CC bei mehr als einem Belegungstag
05 ;A;F49E;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, ohne kardiales Mapping, ohne schwere CC bei mehr als einem Belegungstag, mit komplexer Diagnose
05 ;A;F49F;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, ohne kardiales Mapping, ohne schwere CC bei mehr als einem Belegungstag, ohne komplexe Diagnose, mit bestimmtem Eingriff
05 ;A;F49G;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, ohne kardiales Mapping, ohne schwere CC bei mehr als einem Belegungstag, ohne komplexe Diagnose, ohne bestimmten Eingriff
05 ;O;F50A;Ablative Maßnahmen bei Tachyarrhythmie mit komplexer Ablation im linken Vorhof oder hochkomplexer Ablation oder Implantation eines Ereignisrekorders
05 ;O;F50B;Ablative Maßnahmen bei Tachyarrhythmie mit komplexer Ablation oder Alter < 16 Jahre, ohne komplexe Ablation im linken Vorhof, ohne hochkomplexe Ablation, ohne Implantation eines Ereignisrekorders
05 ;O;F50C;Ablative Maßnahmen bei Tachyarrhythmie ohne komplexe Ablation, Alter > 15 Jahre, ohne Implantation eines Ereignisrekorders, mit transseptaler Linksherz-Katheteruntersuchung oder mit bestimmter Ablation
05 ;O;F50D;Ablative Maßnahmen bei Tachyarrhythmie ohne komplexe Ablation, Alter > 15 Jahre, ohne Implantation eines Ereignisrekorders, ohne transseptale Linksherz-Katheteruntersuchung, ohne bestimmte Ablation
05 ;O;F51A;Endovaskuläre Implantation von Stent-Prothesen an der Aorta, thorakal oder mit bestimmter Aortenprothesenkombination
05 ;O;F51B;Endovaskuläre Implantation von Stent-Prothesen an der Aorta, nicht thorakal, ohne bestimmte Aortenprothesenkombination
05 ;O;F52A;Perkutane Koronarangioplastie mit komplexer Diagnose, mit äußerst schweren CC
05 ;O;F52B;Perkutane Koronarangioplastie mit komplexer Diagnose, ohne äußerst schwere CC oder mit intrakoronarer Brachytherapie oder bestimmte Intervention
05 ;O;F56A;Perkutane Koronarangioplastie mit bestimmter hochkomplexer Intervention, mit äußerst schweren CC
05 ;O;F56B;Perkutane Koronarangioplastie mit hochkomplexer Intervention, ohne bestimmte hochkomplexe Intervention, ohne äußerst schwere CC, oder Kryoplastie
05 ;O;F58A;Perkutane Koronarangioplastie mit äußerst schweren CC
05 ;O;F58B;Perkutane Koronarangioplastie ohne äußerst schwere CC
05 ;O;F59A;Mäßig komplexe Gefäßeingriffe mit äußerst schweren CC oder Rotationsthrombektomie
05 ;O;F59B;Mäßig komplexe Gefäßeingriffe, mit aufwendigem Eingriff oder mit bestimmtem beidseitigen Eingriff oder mit bestimmter Diagnose oder Alter < 16 Jahre, mehr als ein Belegungstag
05 ;O;F59C;Mäßig komplexe Gefäßeingriffe, mit anderem beidseitigen Eingriff oder Mehrfacheingriff oder mit bestimmtem komplexen Eingriff, Alter > 15 Jahre oder ein Belegungstag
05 ;O;F59D;Mäßig komplexe Gefäßeingriffe, ohne aufwendigen oder bestimmten komplexen Eingriff, ohne bestimmte oder andere beidseitige Eingriffe oder Mehrfacheingriffe, Alter > 15 Jahre oder ein Belegungstag
05 ;M;F60A;Akuter Myokardinfarkt ohne invasive kardiologische Diagnostik mit äußerst schweren CC
05 ;M;F60B;Akuter Myokardinfarkt ohne invasive kardiologische Diagnostik ohne äußerst schwere CC
05 ;M;F61A;Infektiöse Endokarditis mit komplizierender Diagnose oder mit komplizierender Konstellation
05 ;M;F61B;Infektiöse Endokarditis ohne komplizierende Diagnose, ohne komplizierende Konstellation
05 ;M;F62A;Herzinsuffizienz und Schock mit äußerst schweren CC, mit Dialyse oder komplizierender Diagnose oder komplizierende Konstellation
05 ;M;F62B;Herzinsuffizienz und Schock ohne äußerst schwere CC oder ohne Dialyse, ohne komplizierende Diagnose, ohne komplizierende Konstellation, mehr als ein Belegungstag
05 ;M;F62C;Herzinsuffizienz und Schock ohne äußerst schwere CC oder ohne Dialyse, ohne komplizierende Diagnose, ohne komplizierende Konstellation, ein Belegungstag
05 ;M;F63A;Venenthrombose mit äußerst schweren CC
05 ;M;F63B;Venenthrombose ohne äußerst schwere CC
05 ;M;F64Z;Hautulkus bei Kreislauferkrankungen
05 ;M;F65A;Periphere Gefäßkrankheiten mit komplexer Diagnose und äußerst schweren CC oder intensivmedizinische Komplexbehandlung > 196 / 184 / 184 Aufwandspunkte
05 ;M;F65B;Periphere Gefäßkrankheiten ohne komplexe Diagnose oder ohne äußerst schwere CC, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / 184 Aufwandspunkte
05 ;M;F66A;Koronararteriosklerose mit äußerst schweren CC
05 ;M;F66B;Koronararteriosklerose ohne äußerst schwere CC
05 ;M;F67A;Hypertonie mit äußerst schweren CC
05 ;M;F67B;Hypertonie mit komplizierender Diagnose oder schweren CC
05 ;M;F67C;Hypertonie ohne komplizierende Diagnose, ohne äußerst schwere oder schwere CC, Alter < 16 Jahre
05 ;M;F67D;Hypertonie ohne komplizierende Diagnose, ohne äußerst schwere oder schwere CC, Alter > 15 Jahre
05 ;M;F68A;Angeborene Herzkrankheit, Alter < 6 Jahre
05 ;M;F68B;Angeborene Herzkrankheit, Alter > 5 Jahre
05 ;M;F69A;Herzklappenerkrankungen mit äußerst schweren oder schweren CC
05 ;M;F69B;Herzklappenerkrankungen ohne äußerst schwere oder schwere CC
