IC_Code;IC_Text;IC_CodeF;IC_ANZHDI;IC_ANZNDI;IC_AnzProzI
5529c0;Andere Operationen am Pankreas und am Pankreasgang: Blutstillung: Offen chirurgisch;5-529.c0;0;0;1
5529d0;Andere Operationen am Pankreas und am Pankreasgang: Revision (als selbständiger Eingriff): Offen chirurgisch;5-529.d0;0;0;1
5529gx;Andere Operationen am Pankreas und am Pankreasgang: Einlegen einer selbstexpandierenden Prothese: Sonstige;5-529.gx;0;0;1
5529hx;Andere Operationen am Pankreas und am Pankreasgang: Einlegen einer nicht selbstexpandierenden Prothese: Sonstige;5-529.hx;0;0;1
5529m0;Andere Operationen am Pankreas und am Pankreasgang: Naht (nach Verletzung): Offen chirurgisch;5-529.m0;0;0;1
5529n1;Andere Operationen am Pankreas und am Pankreasgang: Transgastrale Drainage einer Pankreaszyste: Endoskopisch;5-529.n1;0;0;1
5529p;Andere Operationen am Pankreas und am Pankreasgang: Endoskopische transgastrale Entfernung von Pankreasnekrosen;5-529.p;0;0;1
553000;Verschluss einer Hernia inguinalis: Ohne Plastik: Mit hoher Bruchsackunterbindung und Teilresektion;5-530.00;0;0;1
553001;Verschluss einer Hernia inguinalis: Ohne Plastik: Mit Hydrozelenwandresektion;5-530.01;0;0;1
553002;Verschluss einer Hernia inguinalis: Ohne Plastik: Mit Funikulolyse und Hodenverlagerung;5-530.02;0;0;1
553003;Verschluss einer Hernia inguinalis: Ohne Plastik: Ohne weitere Maßnahmen;5-530.03;0;0;1
55300x;Verschluss einer Hernia inguinalis: Ohne Plastik: Sonstige;5-530.0x;0;0;1
55301;Verschluss einer Hernia inguinalis: Mit Plastik;5-530.1;0;0;1
55302;Verschluss einer Hernia inguinalis: Mit autogenem Material;5-530.2;0;0;1
553030;Verschluss einer Hernia inguinalis: Mit alloplastischem Material: Offen chirurgisch;5-530.30;0;0;1
553031;Verschluss einer Hernia inguinalis: Mit alloplastischem Material: Laparoskopisch transperitoneal;5-530.31;0;0;1
553032;Verschluss einer Hernia inguinalis: Mit alloplastischem Material: Endoskopisch total extraperitoneal;5-530.32;0;0;1
553050;Verschluss einer Hernia inguinalis: Bei Rezidiv, mit Plastik: Ohne Funikulo-Orchidolyse;5-530.50;0;0;1
553051;Verschluss einer Hernia inguinalis: Bei Rezidiv, mit Plastik: Mit Funikulo-Orchidolyse;5-530.51;0;0;1
55306;Verschluss einer Hernia inguinalis: Bei Rezidiv, mit autogenem Material;5-530.6;0;0;1
553070;Verschluss einer Hernia inguinalis: Bei Rezidiv, mit alloplastischem Material: Offen chirurgisch;5-530.70;0;0;1
553071;Verschluss einer Hernia inguinalis: Bei Rezidiv, mit alloplastischem Material: Laparoskopisch transperitoneal;5-530.71;0;0;1
553072;Verschluss einer Hernia inguinalis: Bei Rezidiv, mit alloplastischem Material: Endoskopisch total extraperitoneal;5-530.72;0;0;1
55310;Verschluss einer Hernia femoralis: Ohne Plastik;5-531.0;0;0;1
55311;Verschluss einer Hernia femoralis: Mit Plastik;5-531.1;0;0;1
55312;Verschluss einer Hernia femoralis: Mit autogenem Material;5-531.2;0;0;1
553130;Verschluss einer Hernia femoralis: Mit alloplastischem Material: Offen chirurgisch;5-531.30;0;0;1
553131;Verschluss einer Hernia femoralis: Mit alloplastischem Material: Laparoskopisch transperitoneal;5-531.31;0;0;1
553132;Verschluss einer Hernia femoralis: Mit alloplastischem Material: Endoskopisch total extraperitoneal;5-531.32;0;0;1
55315;Verschluss einer Hernia femoralis: Bei Rezidiv, mit Plastik;5-531.5;0;0;1
553170;Verschluss einer Hernia femoralis: Bei Rezidiv, mit alloplastischem Material: Offen chirurgisch;5-531.70;0;0;1
553401;Verschluss einer Hernia umbilicalis: Ohne Plastik: Mit Exstirpation einer Nabelzyste;5-534.01;0;0;1
553402;Verschluss einer Hernia umbilicalis: Ohne Plastik: Mit Abtragung des Urachus;5-534.02;0;0;1
553403;Verschluss einer Hernia umbilicalis: Ohne Plastik: Ohne weitere Maßnahmen;5-534.03;0;0;1
55340x;Verschluss einer Hernia umbilicalis: Ohne Plastik: Sonstige;5-534.0x;0;0;1
55341;Verschluss einer Hernia umbilicalis: Mit Plastik;5-534.1;0;0;1
55342;Verschluss einer Hernia umbilicalis: Mit autogenem Material;5-534.2;0;0;1
553430;Verschluss einer Hernia umbilicalis: Mit alloplastischem Material: Offen chirurgisch;5-534.30;0;0;1
553431;Verschluss einer Hernia umbilicalis: Mit alloplastischem Material: Laparoskopisch transperitoneal;5-534.31;0;0;1
553432;Verschluss einer Hernia umbilicalis: Mit alloplastischem Material: Endoskopisch total extraperitoneal;5-534.32;0;0;1
55343x;Verschluss einer Hernia umbilicalis: Mit alloplastischem Material: Sonstige;5-534.3x;0;0;1
5534x;Verschluss einer Hernia umbilicalis: Sonstige;5-534.x;0;0;1
5534y;Verschluss einer Hernia umbilicalis: N.n.bez.;5-534.y;0;0;1
55350;Verschluss einer Hernia epigastrica: Ohne Plastik;5-535.0;0;0;1
55351;Verschluss einer Hernia epigastrica: Mit Plastik;5-535.1;0;0;1
553530;Verschluss einer Hernia epigastrica: Mit alloplastischem Material: Offen chirurgisch;5-535.30;0;0;1
553531;Verschluss einer Hernia epigastrica: Mit alloplastischem Material: Laparoskopisch transperitoneal;5-535.31;0;0;1
55353x;Verschluss einer Hernia epigastrica: Mit alloplastischem Material: Sonstige;5-535.3x;0;0;1
55360;Verschluss einer Narbenhernie: Ohne Plastik;5-536.0;0;0;1
55361;Verschluss einer Narbenhernie: Mit Plastik;5-536.1;0;0;1
55363;Verschluss einer Narbenhernie: Mit allogenem Material;5-536.3;0;0;1
553641;Verschluss einer Narbenhernie: Mit alloplastischem Material: Laparoskopisch transperitoneal;5-536.41;0;0;1
553643;Verschluss einer Narbenhernie: Mit alloplastischem Material: Offen chirurgisch als Bauchwandverstärkung;5-536.43;0;0;1
553644;Verschluss einer Narbenhernie: Mit alloplastischem Material: Offen chirurgisch als Bauchwandersatz;5-536.44;0;0;1
55364x;Verschluss einer Narbenhernie: Mit alloplastischem Material: Sonstige;5-536.4x;0;0;1
5536x;Verschluss einer Narbenhernie: Sonstige;5-536.x;0;0;1
55370;Verschluss kongenitaler Bauchwanddefekte (Omphalozele, Laparoschisis): Ohne Plastik (primärer Bauchwandverschluss);5-537.0;0;0;1
55371;Verschluss kongenitaler Bauchwanddefekte (Omphalozele, Laparoschisis): Mit Plastik;5-537.1;0;0;1
55375;Verschluss kongenitaler Bauchwanddefekte (Omphalozele, Laparoschisis): Temporär (Schuster-Plastik);5-537.5;0;0;1
55380;Verschluss einer Hernia diaphragmatica: Ohne Plastik;5-538.0;0;0;1
55381;Verschluss einer Hernia diaphragmatica: Mit Plastik;5-538.1;0;0;1
55382;Verschluss einer Hernia diaphragmatica: Mit autogenem Material;5-538.2;0;0;1
55383;Verschluss einer Hernia diaphragmatica: Mit allogenem Material;5-538.3;0;0;1
553840;Verschluss einer Hernia diaphragmatica: Mit alloplastischem Material: Offen chirurgisch;5-538.40;0;0;1
553841;Verschluss einer Hernia diaphragmatica: Mit alloplastischem Material: Laparoskopisch transperitoneal;5-538.41;0;0;1
55385;Verschluss einer Hernia diaphragmatica: Bei Rezidiv, ohne Plastik;5-538.5;0;0;1
55386;Verschluss einer Hernia diaphragmatica: Bei Rezidiv, mit Plastik;5-538.6;0;0;1
55387;Verschluss einer Hernia diaphragmatica: Bei Rezidiv, mit autogenem Material;5-538.7;0;0;1
55388;Verschluss einer Hernia diaphragmatica: Bei Rezidiv, mit allogenem Material;5-538.8;0;0;1
553890;Verschluss einer Hernia diaphragmatica: Bei Rezidiv, mit alloplastischem Material: Offen chirurgisch;5-538.90;0;0;1
553891;Verschluss einer Hernia diaphragmatica: Bei Rezidiv, mit alloplastischem Material: Laparoskopisch transperitoneal;5-538.91;0;0;1
55390;Verschluss anderer abdominaler Hernien: Ohne Plastik;5-539.0;0;0;1
55391;Verschluss anderer abdominaler Hernien: Mit Plastik;5-539.1;0;0;1
553930;Verschluss anderer abdominaler Hernien: Mit alloplastischem Material: Offen chirurgisch;5-539.30;0;0;1
553931;Verschluss anderer abdominaler Hernien: Mit alloplastischem Material: Laparoskopisch transperitoneal;5-539.31;0;0;1
553932;Verschluss anderer abdominaler Hernien: Mit alloplastischem Material: Endoskopisch total extraperitoneal;5-539.32;0;0;1
55400;Inzision der Bauchwand: Exploration;5-540.0;0;0;1
55401;Inzision der Bauchwand: Extraperitoneale Drainage;5-540.1;0;0;1
55402;Inzision der Bauchwand: Entfernung eines Fremdkörpers;5-540.2;0;0;1
5540x;Inzision der Bauchwand: Sonstige;5-540.x;0;0;1
55410;Laparotomie und Eröffnung des Retroperitoneums: Explorative Laparotomie;5-541.0;0;0;1
55411;Laparotomie und Eröffnung des Retroperitoneums: Laparotomie mit Drainage;5-541.1;0;0;1
55412;Laparotomie und Eröffnung des Retroperitoneums: Relaparotomie;5-541.2;0;0;1
55413;Laparotomie und Eröffnung des Retroperitoneums: Second-look-Laparotomie (programmierte Relaparotomie);5-541.3;0;0;1
55414;Laparotomie und Eröffnung des Retroperitoneums: Anlegen eines temporären Bauchdeckenverschlusses;5-541.4;0;0;1
55420;Exzision und Destruktion von erkranktem Gewebe der Bauchwand: Exzision;5-542.0;0;0;1
55422;Exzision und Destruktion von erkranktem Gewebe der Bauchwand: Omphalektomie;5-542.2;0;0;1
5542x;Exzision und Destruktion von erkranktem Gewebe der Bauchwand: Sonstige;5-542.x;0;0;1
55430;Exzision und Destruktion von peritonealem Gewebe: Exzision einer Appendix epiploica;5-543.0;0;0;1
55431;Exzision und Destruktion von peritonealem Gewebe: Mesenteriumresektion;5-543.1;0;0;1
554320;Exzision und Destruktion von peritonealem Gewebe: Resektion des Omentum: Partiell;5-543.20;0;0;1
554321;Exzision und Destruktion von peritonealem Gewebe: Resektion des Omentum: (Sub-)total;5-543.21;0;0;1
55433;Exzision und Destruktion von peritonealem Gewebe: Destruktion;5-543.3;0;0;1
554340;Exzision und Destruktion von peritonealem Gewebe: Parietale Peritonektomie: Partiell;5-543.40;0;0;1
554341;Exzision und Destruktion von peritonealem Gewebe: Parietale Peritonektomie: (Sub-)total;5-543.41;0;0;1
554342;Exzision und Destruktion von peritonealem Gewebe: Parietale Peritonektomie: Lokal;5-543.42;0;0;1
5543x;Exzision und Destruktion von peritonealem Gewebe: Sonstige;5-543.x;0;0;1
55450;Verschluss von Bauchwand und Peritoneum: Sekundärer Verschluss der Bauchwand (bei postoperativer Wunddehiszenz);5-545.0;0;0;1
55451;Verschluss von Bauchwand und Peritoneum: Definitiver Verschluss eines temporären Bauchdeckenverschlusses;5-545.1;0;0;1
5545x;Verschluss von Bauchwand und Peritoneum: Sonstige;5-545.x;0;0;1
55460;Plastische Rekonstruktion von Bauchwand und Peritoneum: Naht der Bauchwand (nach Verletzung);5-546.0;0;0;1
55461;Plastische Rekonstruktion von Bauchwand und Peritoneum: Naht von Mesenterium, Omentum majus oder minus (nach Verletzung);5-546.1;0;0;1
55462;Plastische Rekonstruktion von Bauchwand und Peritoneum: Plastische Rekonstruktion der Bauchwand;5-546.2;0;0;1
55463;Plastische Rekonstruktion von Bauchwand und Peritoneum: Omentumplastik;5-546.3;0;0;1
5546x;Plastische Rekonstruktion von Bauchwand und Peritoneum: Sonstige;5-546.x;0;0;1
5546y;Plastische Rekonstruktion von Bauchwand und Peritoneum: N.n.bez.;5-546.y;0;0;1
55470;Resektion von Gewebe in der Bauchregion ohne sichere Organzuordnung: Intraperitoneal;5-547.0;0;0;1
55471;Resektion von Gewebe in der Bauchregion ohne sichere Organzuordnung: Beckenwand;5-547.1;0;0;1
5547x;Resektion von Gewebe in der Bauchregion ohne sichere Organzuordnung: Sonstige;5-547.x;0;0;1
55490;Andere Bauchoperationen: Entfernung eines Fremdkörpers aus der Bauchhöhle;5-549.0;0;0;1
55492;Andere Bauchoperationen: Implantation eines Katheterverweilsystems in den Bauchraum;5-549.2;0;0;1
55493;Andere Bauchoperationen: Revision eines Katheterverweilsystems im Bauchraum;5-549.3;0;0;1
55494;Andere Bauchoperationen: Entfernung eines Katheterverweilsystems aus dem Bauchraum;5-549.4;0;0;1
55495;Andere Bauchoperationen: Laparoskopie mit Drainage;5-549.5;0;0;1
5549x;Andere Bauchoperationen: Sonstige;5-549.x;0;0;1
55500;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Nephrotomie;5-550.0;0;0;1
55501;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Nephrostomie;5-550.1;0;0;1
555020;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines: Perkutan-transrenal;5-550.20;0;0;1
555021;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines: Ureterorenoskopisch;5-550.21;0;0;1
55502x;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines: Sonstige;5-550.2x;0;0;1
555030;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines mit Desintegration (Lithotripsie): Perkutan-transrenal;5-550.30;0;0;1
555031;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines mit Desintegration (Lithotripsie): Ureterorenoskopisch;5-550.31;0;0;1
55503x;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines mit Desintegration (Lithotripsie): Sonstige;5-550.3x;0;0;1
55504;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Erweiterung des pyeloureteralen Überganges;5-550.4;0;0;1
55505;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Punktion einer Zyste;5-550.5;0;0;1
55506;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Operative Dilatation eines Nephrostomiekanals mit Einlegen eines dicklumigen Nephrostomiekatheters;5-550.6;0;0;1
5550x;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Sonstige;5-550.x;0;0;1
55510;Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Nephrotomie;5-551.0;0;0;1
55511;Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Nephrostomie;5-551.1;0;0;1
55512;Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Pyelotomie;5-551.2;0;0;1
55513;Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Pyelostomie;5-551.3;0;0;1
55515;Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Nephropyelokalikotomie;5-551.5;0;0;1
5551x;Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Sonstige;5-551.x;0;0;1
55520;Exzision und Destruktion von (erkranktem) Gewebe der Niere: Exzision, offen chirurgisch;5-552.0;0;0;1
55521;Exzision und Destruktion von (erkranktem) Gewebe der Niere: Exzision, perkutan-transrenal;5-552.1;0;0;1
55522;Exzision und Destruktion von (erkranktem) Gewebe der Niere: Exzision, ureterorenoskopisch;5-552.2;0;0;1
55523;Exzision und Destruktion von (erkranktem) Gewebe der Niere: Exzision, laparoskopisch;5-552.3;0;0;1
55525;Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, perkutan-transrenal;5-552.5;0;0;1
55526;Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, ureterorenoskopisch;5-552.6;0;0;1
55528;Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion durch Thermoablation, perkutan;5-552.8;0;0;1
555300;Partielle Resektion der Niere: Teilresektion: Offen chirurgisch lumbal;5-553.00;0;0;1
555301;Partielle Resektion der Niere: Teilresektion: Offen chirurgisch abdominal;5-553.01;0;0;1
555302;Partielle Resektion der Niere: Teilresektion: Thorakoabdominal;5-553.02;0;0;1
555303;Partielle Resektion der Niere: Teilresektion: Laparoskopisch;5-553.03;0;0;1
55530x;Partielle Resektion der Niere: Teilresektion: Sonstige;5-553.0x;0;0;1
555310;Partielle Resektion der Niere: Teilresektion mit Ureterektomie: Offen chirurgisch lumbal;5-553.10;0;0;1
555313;Partielle Resektion der Niere: Teilresektion mit Ureterektomie: Laparoskopisch;5-553.13;0;0;1
555320;Partielle Resektion der Niere: Teilresektion mit Kaltperfusion: Offen chirurgisch lumbal;5-553.20;0;0;1
555321;Partielle Resektion der Niere: Teilresektion mit Kaltperfusion: Offen chirurgisch abdominal;5-553.21;0;0;1
5553x0;Partielle Resektion der Niere: Sonstige: Offen chirurgisch lumbal;5-553.x0;0;0;1
555440;Nephrektomie: Nephrektomie, radikal: Offen chirurgisch lumbal;5-554.40;0;0;1
555441;Nephrektomie: Nephrektomie, radikal: Offen chirurgisch abdominal;5-554.41;0;0;1
555442;Nephrektomie: Nephrektomie, radikal: Thorakoabdominal;5-554.42;0;0;1
555443;Nephrektomie: Nephrektomie, radikal: Laparoskopisch;5-554.43;0;0;1
555450;Nephrektomie: Nephrektomie, radikal, mit Ureterektomie: Offen chirurgisch lumbal;5-554.50;0;0;1
555451;Nephrektomie: Nephrektomie, radikal, mit Ureterektomie: Offen chirurgisch abdominal;5-554.51;0;0;1
555452;Nephrektomie: Nephrektomie, radikal, mit Ureterektomie: Thorakoabdominal;5-554.52;0;0;1
555453;Nephrektomie: Nephrektomie, radikal, mit Ureterektomie: Laparoskopisch;5-554.53;0;0;1
555463;Nephrektomie: Nephrektomie, radikal, mit endoskopischer Ureterexhairese: Laparoskopisch;5-554.63;0;0;1
555470;Nephrektomie: Nephrektomie einer transplantierten Niere: Offen chirurgisch lumbal;5-554.70;0;0;1
555471;Nephrektomie: Nephrektomie einer transplantierten Niere: Offen chirurgisch abdominal;5-554.71;0;0;1
55547x;Nephrektomie: Nephrektomie einer transplantierten Niere: Sonstige;5-554.7x;0;0;1
555480;Nephrektomie: Nephrektomie zur Transplantation, Lebendspender: Offen chirurgisch lumbal;5-554.80;0;0;1
555481;Nephrektomie: Nephrektomie zur Transplantation, Lebendspender: Offen chirurgisch abdominal;5-554.81;0;0;1
555483;Nephrektomie: Nephrektomie zur Transplantation, Lebendspender: Laparoskopisch;5-554.83;0;0;1
55548x;Nephrektomie: Nephrektomie zur Transplantation, Lebendspender: Sonstige;5-554.8x;0;0;1
5554a0;Nephrektomie: Nephrektomie ohne weitere Maßnahmen: Offen chirurgisch lumbal;5-554.a0;0;0;1
5554a1;Nephrektomie: Nephrektomie ohne weitere Maßnahmen: Offen chirurgisch abdominal;5-554.a1;0;0;1
5554a2;Nephrektomie: Nephrektomie ohne weitere Maßnahmen: Thorakoabdominal;5-554.a2;0;0;1
5554a3;Nephrektomie: Nephrektomie ohne weitere Maßnahmen: Laparoskopisch;5-554.a3;0;0;1
5554b0;Nephrektomie: Nephrektomie, mit Ureterektomie: Offen chirurgisch lumbal;5-554.b0;0;0;1
5554b1;Nephrektomie: Nephrektomie, mit Ureterektomie: Offen chirurgisch abdominal;5-554.b1;0;0;1
5554b3;Nephrektomie: Nephrektomie, mit Ureterektomie: Laparoskopisch;5-554.b3;0;0;1
5554x0;Nephrektomie: Sonstige: Offen chirurgisch lumbal;5-554.x0;0;0;1
5554x1;Nephrektomie: Sonstige: Offen chirurgisch abdominal;5-554.x1;0;0;1
55550;Nierentransplantation: Allogen, Lebendspender;5-555.0;0;0;1
55551;Nierentransplantation: Allogen, Leichenniere;5-555.1;0;0;1
555710;Rekonstruktion der Niere: Plastische Rekonstruktion: Offen chirurgisch lumbal;5-557.10;0;0;1
555713;Rekonstruktion der Niere: Plastische Rekonstruktion: Laparoskopisch;5-557.13;0;0;1
555740;Rekonstruktion der Niere: Nierenbeckenplastik: Offen chirurgisch lumbal;5-557.40;0;0;1
555741;Rekonstruktion der Niere: Nierenbeckenplastik: Offen chirurgisch abdominal;5-557.41;0;0;1
555743;Rekonstruktion der Niere: Nierenbeckenplastik: Laparoskopisch;5-557.43;0;0;1
55574x;Rekonstruktion der Niere: Nierenbeckenplastik: Sonstige;5-557.4x;0;0;1
555763;Rekonstruktion der Niere: Ureteropyelostomie: Laparoskopisch;5-557.63;0;0;1
555793;Rekonstruktion der Niere: Verschluss eines Nephrostomas: Laparoskopisch;5-557.93;0;0;1
55579x;Rekonstruktion der Niere: Verschluss eines Nephrostomas: Sonstige;5-557.9x;0;0;1
5557ax;Rekonstruktion der Niere: Dilatation eines rekonstruktiven Nephrostomas: Sonstige;5-557.ax;0;0;1
5557xx;Rekonstruktion der Niere: Sonstige: Sonstige;5-557.xx;0;0;1
555900;Andere Operationen an der Niere: Freilegung der Niere (zur Exploration): Offen chirurgisch lumbal;5-559.00;0;0;1
555901;Andere Operationen an der Niere: Freilegung der Niere (zur Exploration): Offen chirurgisch abdominal;5-559.01;0;0;1
555903;Andere Operationen an der Niere: Freilegung der Niere (zur Exploration): Laparoskopisch;5-559.03;0;0;1
555920;Andere Operationen an der Niere: Nephropexie: Offen chirurgisch lumbal;5-559.20;0;0;1
555923;Andere Operationen an der Niere: Nephropexie: Laparoskopisch;5-559.23;0;0;1
555930;Andere Operationen an der Niere: Revisionsoperation: Offen chirurgisch lumbal;5-559.30;0;0;1
555931;Andere Operationen an der Niere: Revisionsoperation: Offen chirurgisch abdominal;5-559.31;0;0;1
5559xx;Andere Operationen an der Niere: Sonstige: Sonstige;5-559.xx;0;0;1
55600;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Inzision, ureterorenoskopisch;5-560.0;0;0;1
55601;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Ballondilatation, transurethral;5-560.1;0;0;1
55602;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Bougierung, transurethral;5-560.2;0;0;1
556030;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Einlegen eines Stents, transurethral: Einlegen eines permanenten Metallstents;5-560.30;0;0;1
55603x;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Einlegen eines Stents, transurethral: Einlegen eines permanenten sonstigen Stents;5-560.3x;0;0;1
55604;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Inzision, perkutan-transrenal;5-560.4;0;0;1
55606;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Bougierung, perkutan-transrenal;5-560.6;0;0;1
55607x;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Einlegen eines Stents, perkutan-transrenal: Einlegen eines permanenten sonstigen Stents;5-560.7x;0;0;1
55608;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Entfernung eines Stents, transurethral;5-560.8;0;0;1
5560x;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Sonstige;5-560.x;0;0;1
55612;Inzision, Resektion und (andere) Erweiterung des Ureterostiums: Inzision, transurethral;5-561.2;0;0;1
55613;Inzision, Resektion und (andere) Erweiterung des Ureterostiums: Resektion, offen chirurgisch;5-561.3;0;0;1
55614;Inzision, Resektion und (andere) Erweiterung des Ureterostiums: Resektion, perkutan-transvesikal;5-561.4;0;0;1
55615;Inzision, Resektion und (andere) Erweiterung des Ureterostiums: Resektion, transurethral;5-561.5;0;0;1
55616;Inzision, Resektion und (andere) Erweiterung des Ureterostiums: Ballondilatation, transurethral;5-561.6;0;0;1
55617;Inzision, Resektion und (andere) Erweiterung des Ureterostiums: Bougierung, transurethral;5-561.7;0;0;1
5561x;Inzision, Resektion und (andere) Erweiterung des Ureterostiums: Sonstige;5-561.x;0;0;1
55620;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Ureterotomie, offen chirurgisch;5-562.0;0;0;1
55621;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Ureterotomie, laparoskopisch;5-562.1;0;0;1
55622;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Schlingenextraktion;5-562.2;0;0;1
55623;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Einlegen einer Verweilschlinge;5-562.3;0;0;1
55624;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Entfernung eines Steines, ureterorenoskopisch;5-562.4;0;0;1
55625;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Entfernung eines Steines, ureterorenoskopisch, mit Desintegration (Lithotripsie);5-562.5;0;0;1
55626;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Entfernung eines Steines, perkutan-transrenal;5-562.6;0;0;1
55627;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Entfernung eines Steines, perkutan-transrenal, mit Desintegration (Lithotripsie);5-562.7;0;0;1
55628;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Extraktion mit Dormia-Körbchen;5-562.8;0;0;1
55629;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Steinreposition;5-562.9;0;0;1
5562x;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Sonstige;5-562.x;0;0;1
556300;Exzision und Destruktion von erkranktem Gewebe des Ureters, Ureterresektion und Ureterektomie: Ureterresektion, partiell: Offen chirurgisch lumbal;5-563.00;0;0;1
556301;Exzision und Destruktion von erkranktem Gewebe des Ureters, Ureterresektion und Ureterektomie: Ureterresektion, partiell: Offen chirurgisch abdominal;5-563.01;0;0;1
556302;Exzision und Destruktion von erkranktem Gewebe des Ureters, Ureterresektion und Ureterektomie: Ureterresektion, partiell: Laparoskopisch;5-563.02;0;0;1
556310;Exzision und Destruktion von erkranktem Gewebe des Ureters, Ureterresektion und Ureterektomie: Ureterektomie: Offen chirurgisch lumbal;5-563.10;0;0;1
556311;Exzision und Destruktion von erkranktem Gewebe des Ureters, Ureterresektion und Ureterektomie: Ureterektomie: Offen chirurgisch abdominal;5-563.11;0;0;1
556312;Exzision und Destruktion von erkranktem Gewebe des Ureters, Ureterresektion und Ureterektomie: Ureterektomie: Laparoskopisch;5-563.12;0;0;1
556321;Exzision und Destruktion von erkranktem Gewebe des Ureters, Ureterresektion und Ureterektomie: Resektion eines Ureterstumpfes: Offen chirurgisch abdominal;5-563.21;0;0;1
55633;Exzision und Destruktion von erkranktem Gewebe des Ureters, Ureterresektion und Ureterektomie: Exzision von erkranktem Gewebe des Ureters, ureterorenoskopisch;5-563.3;0;0;1
55634;Exzision und Destruktion von erkranktem Gewebe des Ureters, Ureterresektion und Ureterektomie: Destruktion von erkranktem Gewebe des Ureters, ureterorenoskopisch;5-563.4;0;0;1
556431;Kutane Harnableitung durch Ureterokutaneostomie (nicht kontinentes Stoma): Transureterokutaneostomie: Offen chirurgisch abdominal;5-564.31;0;0;1
55643x;Kutane Harnableitung durch Ureterokutaneostomie (nicht kontinentes Stoma): Transureterokutaneostomie: Sonstige;5-564.3x;0;0;1
556450;Kutane Harnableitung durch Ureterokutaneostomie (nicht kontinentes Stoma): Verschluss des Stomas: Offen chirurgisch lumbal;5-564.50;0;0;1
556470;Kutane Harnableitung durch Ureterokutaneostomie (nicht kontinentes Stoma): Ureterokutaneostomie: Offen chirurgisch lumbal;5-564.70;0;0;1
556471;Kutane Harnableitung durch Ureterokutaneostomie (nicht kontinentes Stoma): Ureterokutaneostomie: Offen chirurgisch abdominal;5-564.71;0;0;1
