IC_Code;IC_Text;IC_CodeF;IC_ANZHDI;IC_ANZNDI;IC_AnzProzI
526241;Resektion einer Speicheldrüse: Glandula submandibularis: Mit intraoperativem Monitoring des Ramus marginalis des N. facialis;5-262.41;0;0;1
52703;Äußere Inzision und Drainage im Mund-, Kiefer- und Gesichtsbereich: Wangenbereich;5-270.3;0;0;1
52705;Äußere Inzision und Drainage im Mund-, Kiefer- und Gesichtsbereich: Submandibulär;5-270.5;0;0;1
52706;Äußere Inzision und Drainage im Mund-, Kiefer- und Gesichtsbereich: Submandibulär, kieferwinkelnah;5-270.6;0;0;1
52712;Inzision des harten und weichen Gaumens: Uvulotomie;5-271.2;0;0;1
52725;Exzision und Destruktion des (erkrankten) harten und weichen Gaumens: Uvulektomie;5-272.5;0;0;1
52758;Palatoplastik: Velopharyngoplastik;5-275.8;0;0;1
52759;Palatoplastik: Primäre Segelplastik;5-275.9;0;0;1
52790;Andere Operationen am Mund: Operative Blutstillung;5-279.0;0;0;1
52791;Andere Operationen am Mund: Frenulotomie;5-279.1;0;0;1
52800;Transorale Inzision und Drainage eines pharyngealen oder parapharyngealen Abszesses: (Peri)tonsillär;5-280.0;0;0;1
52810;Tonsillektomie (ohne Adenotomie): Mit Dissektionstechnik;5-281.0;0;0;1
52811;Tonsillektomie (ohne Adenotomie): Abszesstonsillektomie;5-281.1;0;0;1
52812;Tonsillektomie (ohne Adenotomie): Radikal, transoral;5-281.2;0;0;1
52814;Tonsillektomie (ohne Adenotomie): Rest-Tonsillektomie;5-281.4;0;0;1
52815;Tonsillektomie (ohne Adenotomie): Partiell, transoral;5-281.5;0;0;1
5281x;Tonsillektomie (ohne Adenotomie): Sonstige;5-281.x;0;0;1
52820;Tonsillektomie mit Adenotomie: Mit Dissektionstechnik;5-282.0;0;0;1
5282x;Tonsillektomie mit Adenotomie: Sonstige;5-282.x;0;0;1
52840;Exzision und Destruktion einer Zungengrundtonsille: Transoral;5-284.0;0;0;1
52850;Adenotomie (ohne Tonsillektomie): Primäreingriff;5-285.0;0;0;1
52851;Adenotomie (ohne Tonsillektomie): Readenotomie;5-285.1;0;0;1
528900;Andere Operationen an Gaumen- und Rachenmandeln: Destruktion von erkranktem Gewebe: Elektrokoagulation;5-289.00;0;0;1
52891;Andere Operationen an Gaumen- und Rachenmandeln: Operative Blutstillung nach Tonsillektomie;5-289.1;0;0;1
52894;Andere Operationen an Gaumen- und Rachenmandeln: Exzision von erkranktem Gewebe;5-289.4;0;0;1
52911;Operationen an Kiemengangsresten: Exzision einer lateralen Halszyste;5-291.1;0;0;1
52920;Exzision und Destruktion von erkranktem Gewebe des Pharynx: Exzision, lokal;5-292.0;0;0;1
52923x;Exzision und Destruktion von erkranktem Gewebe des Pharynx: Destruktion: Sonstige;5-292.3x;0;0;1
5292x;Exzision und Destruktion von erkranktem Gewebe des Pharynx: Sonstige;5-292.x;0;0;1
5293x;Pharyngoplastik: Sonstige;5-293.x;0;0;1
52944;Andere Rekonstruktionen des Pharynx: (Uvulo-)Palatopharyngoplastik;5-294.4;0;0;1
53002;Exzision und Destruktion von erkranktem Gewebe des Larynx: Exzision, mikrolaryngoskopisch;5-300.2;0;0;1
53007;Exzision und Destruktion von erkranktem Gewebe des Larynx: Stripping einer Stimmlippe, mikrolaryngoskopisch;5-300.7;0;0;1
53995;Andere Operationen an Blutgefäßen: Implantation und Wechsel von venösen Katheterverweilsystemen (z.B. zur Chemotherapie oder zur Schmerztherapie);5-399.5;0;0;1
540100;Exzision einzelner Lymphknoten und Lymphgefäße: Zervikal: Ohne Markierung;5-401.00;0;0;1
540111;Exzision einzelner Lymphknoten und Lymphgefäße: Axillär: Mit Radionuklidmarkierung (Sentinel-Lymphonodektomie);5-401.11;0;0;1
540212;Regionale Lymphadenektomie (Ausräumung mehrerer Lymphknoten einer Region) als selbständiger Eingriff: Axillär: Level 1 und 2;5-402.12;0;0;1
540402;Radikale (systematische) Lymphadenektomie als selbständiger Eingriff: Axillär: Level 1 und 2;5-404.02;0;0;1
540612;Regionale Lymphadenektomie (Ausräumung mehrerer Lymphknoten einer Region) im Rahmen einer anderen Operation: Axillär: Level 1 und 2;5-406.12;0;0;1
540613;Regionale Lymphadenektomie (Ausräumung mehrerer Lymphknoten einer Region) im Rahmen einer anderen Operation: Axillär: Level 1, 2 und 3;5-406.13;0;0;1
540702;Radikale (systematische) Lymphadenektomie im Rahmen einer anderen Operation: Axillär: Level 1 und 2;5-407.02;0;0;1
546910;Andere Operationen am Darm: Bridenlösung: Offen chirurgisch;5-469.10;0;0;1
546920;Andere Operationen am Darm: Adhäsiolyse: Offen chirurgisch;5-469.20;0;0;1
546921;Andere Operationen am Darm: Adhäsiolyse: Laparoskopisch;5-469.21;0;0;1
54901;Inzision und Exzision von Gewebe der Perianalregion: Exzision;5-490.1;0;0;1
54910;Operative Behandlung von Analfisteln: Inzision (Spaltung);5-491.0;0;0;1
549111;Operative Behandlung von Analfisteln: Exzision: Intersphinktär;5-491.11;0;0;1
549112;Operative Behandlung von Analfisteln: Exzision: Transsphinktär;5-491.12;0;0;1
549200;Exzision und Destruktion von erkranktem Gewebe des Analkanals: Exzision: Lokal;5-492.00;0;0;1
549201;Exzision und Destruktion von erkranktem Gewebe des Analkanals: Exzision: Tief;5-492.01;0;0;1
549202;Exzision und Destruktion von erkranktem Gewebe des Analkanals: Exzision: Tief, mit Teilresektion des Muskels;5-492.02;0;0;1
54932;Operative Behandlung von Hämorrhoiden: Exzision (z.B. nach Milligan-Morgan);5-493.2;0;0;1
54935;Operative Behandlung von Hämorrhoiden: Mit Stapler;5-493.5;0;0;1
54936;Operative Behandlung von Hämorrhoiden: Exzision mit plastischer Rekonstruktion (z.B. nach Fansler, Arnold, Parks);5-493.6;0;0;1
549371;Operative Behandlung von Hämorrhoiden: Ligatur einer A. haemorrhoidalis: Mit rektoanaler Rekonstruktion [Recto-anal-repair];5-493.71;0;0;1
55301;Verschluss einer Hernia inguinalis: Mit Plastik;5-530.1;0;0;1
553030;Verschluss einer Hernia inguinalis: Mit alloplastischem Material: Offen chirurgisch;5-530.30;0;0;1
553031;Verschluss einer Hernia inguinalis: Mit alloplastischem Material: Laparoskopisch transperitoneal;5-530.31;0;0;1
553032;Verschluss einer Hernia inguinalis: Mit alloplastischem Material: Endoskopisch total extraperitoneal;5-530.32;0;0;1
553070;Verschluss einer Hernia inguinalis: Bei Rezidiv, mit alloplastischem Material: Offen chirurgisch;5-530.70;0;0;1
553072;Verschluss einer Hernia inguinalis: Bei Rezidiv, mit alloplastischem Material: Endoskopisch total extraperitoneal;5-530.72;0;0;1
55341;Verschluss einer Hernia umbilicalis: Mit Plastik;5-534.1;0;0;1
553430;Verschluss einer Hernia umbilicalis: Mit alloplastischem Material: Offen chirurgisch;5-534.30;0;0;1
553530;Verschluss einer Hernia epigastrica: Mit alloplastischem Material: Offen chirurgisch;5-535.30;0;0;1
55361;Verschluss einer Narbenhernie: Mit Plastik;5-536.1;0;0;1
555021;Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines: Ureterorenoskopisch;5-550.21;0;0;1
55602;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Bougierung, transurethral;5-560.2;0;0;1
55603x;Transurethrale und perkutan-transrenale Erweiterung des Ureters: Einlegen eines Stents, transurethral: Einlegen eines permanenten sonstigen Stents;5-560.3x;0;0;1
55612;Inzision, Resektion und (andere) Erweiterung des Ureterostiums: Inzision, transurethral;5-561.2;0;0;1
55615;Inzision, Resektion und (andere) Erweiterung des Ureterostiums: Resektion, transurethral;5-561.5;0;0;1
55622;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Schlingenextraktion;5-562.2;0;0;1
55623;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Einlegen einer Verweilschlinge;5-562.3;0;0;1
55624;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Entfernung eines Steines, ureterorenoskopisch;5-562.4;0;0;1
55625;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Entfernung eines Steines, ureterorenoskopisch, mit Desintegration (Lithotripsie);5-562.5;0;0;1
55628;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Extraktion mit Dormia-Körbchen;5-562.8;0;0;1
55629;Ureterotomie, perkutan-transrenale und transurethrale Steinbehandlung: Steinreposition;5-562.9;0;0;1
556931;Andere Operationen am Ureter: Ureterolyse (ohne intraperitoneale Verlagerung): Laparoskopisch;5-569.31;0;0;1
55700;Endoskopische Entfernung von Steinen, Fremdkörpern und Tamponaden der Harnblase: Entfernung eines Steines, transurethral, mit Desintegration (Lithotripsie);5-570.0;0;0;1
55704;Endoskopische Entfernung von Steinen, Fremdkörpern und Tamponaden der Harnblase: Operative Ausräumung einer Harnblasentamponade, transurethral;5-570.4;0;0;1
55720;Zystostomie: Offen chirurgisch;5-572.0;0;0;1
55721;Zystostomie: Perkutan;5-572.1;0;0;1
55731;Transurethrale Inzision, Exzision, Destruktion und Resektion von (erkranktem) Gewebe der Harnblase: Inzision des Harnblasenhalses;5-573.1;0;0;1
55732;Transurethrale Inzision, Exzision, Destruktion und Resektion von (erkranktem) Gewebe der Harnblase: Exzision;5-573.2;0;0;1
55733;Transurethrale Inzision, Exzision, Destruktion und Resektion von (erkranktem) Gewebe der Harnblase: Destruktion;5-573.3;0;0;1
557340;Transurethrale Inzision, Exzision, Destruktion und Resektion von (erkranktem) Gewebe der Harnblase: Resektion: Nicht fluoreszenzgestützt;5-573.40;0;0;1
557341;Transurethrale Inzision, Exzision, Destruktion und Resektion von (erkranktem) Gewebe der Harnblase: Resektion: Fluoreszenzgestützt mit Hexaminolävulinsäure;5-573.41;0;0;1
5573x;Transurethrale Inzision, Exzision, Destruktion und Resektion von (erkranktem) Gewebe der Harnblase: Sonstige;5-573.x;0;0;1
557952;Andere Operationen an der Harnblase: Operative Dehnung: Transurethral;5-579.52;0;0;1
557962;Andere Operationen an der Harnblase: Injektionsbehandlung: Transurethral;5-579.62;0;0;1
55810;Plastische Meatotomie der Urethra: Inzision;5-581.0;0;0;1
55811;Plastische Meatotomie der Urethra: Meatusplastik;5-581.1;0;0;1
55821;Exzision, Destruktion und Resektion von (erkranktem) Gewebe der Urethra: Resektion, transurethral;5-582.1;0;0;1
55850;Transurethrale Inzision von (erkranktem) Gewebe der Urethra: Urethrotomia interna, ohne Sicht;5-585.0;0;0;1
55851;Transurethrale Inzision von (erkranktem) Gewebe der Urethra: Urethrotomia interna, unter Sicht;5-585.1;0;0;1
55860;Operative Dilatation der Urethra: Bougierung;5-586.0;0;0;1
559320;Transvaginale Suspensionsoperation [Zügeloperation]: Mit alloplastischem Material: Spannungsfreies vaginales Band (TVT) oder transobturatorisches Band (TOT, TVT-O);5-593.20;0;0;1
55951;Abdominale retropubische und paraurethrale Suspensionsoperation: Urethrokolposuspension (z.B. nach Burch);5-595.1;0;0;1
55960x;Andere Harninkontinenzoperationen: Paraurethrale Injektionsbehandlung: Mit sonstigen Substanzen;5-596.0x;0;0;1
56010;Transurethrale Exzision und Destruktion von Prostatagewebe: Elektroresektion;5-601.0;0;0;1
56011;Transurethrale Exzision und Destruktion von Prostatagewebe: Elektroresektion mit Trokarzystostomie;5-601.1;0;0;1
560402;Radikale Prostatovesikulektomie: Retropubisch: Mit regionaler Lymphadenektomie;5-604.02;0;0;1
560412;Radikale Prostatovesikulektomie: Retropubisch, gefäß- und nervenerhaltend: Mit regionaler Lymphadenektomie;5-604.12;0;0;1
56090;Andere Operationen an der Prostata: Behandlung einer Prostatablutung, transurethral;5-609.0;0;0;1
5611;Operation einer Hydrocele testis;5-611;0;0;1
56245;Orchidopexie: Skrotal;5-624.5;0;0;1
5629x;Andere Operationen am Hoden: Sonstige;5-629.x;0;0;1
56311;Exzision im Bereich der Epididymis: Spermatozele;5-631.1;0;0;1
56312;Exzision im Bereich der Epididymis: Morgagni-Hydatide;5-631.2;0;0;1
56330;Epididymektomie: Partiell;5-633.0;0;0;1
56331;Epididymektomie: Total;5-633.1;0;0;1
56361;Destruktion, Ligatur und Resektion des Ductus deferens: Ligatur;5-636.1;0;0;1
56362;Destruktion, Ligatur und Resektion des Ductus deferens: Resektion [Vasoresektion];5-636.2;0;0;1
56402;Operationen am Präputium: Zirkumzision;5-640.2;0;0;1
56504;Inzision des Ovars: Endoskopisch (laparoskopisch);5-650.4;0;0;1
565182;Lokale Exzision und Destruktion von Ovarialgewebe: Exzisionsbiopsie: Endoskopisch (laparoskopisch);5-651.82;0;0;1
565190;Lokale Exzision und Destruktion von Ovarialgewebe: Exzision einer Ovarialzyste: Offen chirurgisch (abdominal);5-651.90;0;0;1
565192;Lokale Exzision und Destruktion von Ovarialgewebe: Exzision einer Ovarialzyste: Endoskopisch (laparoskopisch);5-651.92;0;0;1
565195;Lokale Exzision und Destruktion von Ovarialgewebe: Exzision einer Ovarialzyste: Vaginal;5-651.95;0;0;1
5651b2;Lokale Exzision und Destruktion von Ovarialgewebe: Destruktion von Endometrioseherden: Endoskopisch (laparoskopisch);5-651.b2;0;0;1
565262;Ovariektomie: Total: Endoskopisch (laparoskopisch);5-652.62;0;0;1
565330;Salpingoovariektomie: Salpingoovarektomie (ohne weitere Maßnahmen): Offen chirurgisch (abdominal);5-653.30;0;0;1
565332;Salpingoovariektomie: Salpingoovarektomie (ohne weitere Maßnahmen): Endoskopisch (laparoskopisch);5-653.32;0;0;1
565333;Salpingoovariektomie: Salpingoovarektomie (ohne weitere Maßnahmen): Umsteigen endoskopisch - offen chirurgisch;5-653.33;0;0;1
565760;Adhäsiolyse an Ovar und Tuba uterina ohne mikrochirurgische Versorgung: Am Peritoneum des weiblichen Beckens: Offen chirurgisch (abdominal);5-657.60;0;0;1
565762;Adhäsiolyse an Ovar und Tuba uterina ohne mikrochirurgische Versorgung: Am Peritoneum des weiblichen Beckens: Endoskopisch (laparoskopisch);5-657.62;0;0;1
565765;Adhäsiolyse an Ovar und Tuba uterina ohne mikrochirurgische Versorgung: Am Peritoneum des weiblichen Beckens: Vaginal;5-657.65;0;0;1
565772;Adhäsiolyse an Ovar und Tuba uterina ohne mikrochirurgische Versorgung: Am Ovar: Endoskopisch (laparoskopisch);5-657.72;0;0;1
565782;Adhäsiolyse an Ovar und Tuba uterina ohne mikrochirurgische Versorgung: An der Tuba uterina: Endoskopisch (laparoskopisch);5-657.82;0;0;1
565792;Adhäsiolyse an Ovar und Tuba uterina ohne mikrochirurgische Versorgung: An Ovar und Tuba uterina: Endoskopisch (laparoskopisch);5-657.92;0;0;1
566162;Salpingektomie: Total: Endoskopisch (laparoskopisch);5-661.62;0;0;1
566165;Salpingektomie: Total: Vaginal;5-661.65;0;0;1
566300;Destruktion und Verschluss der Tubae uterinae [Sterilisationsoperation]: Elektrokoagulation: Offen chirurgisch (abdominal);5-663.00;0;0;1
566330;Destruktion und Verschluss der Tubae uterinae [Sterilisationsoperation]: Fimbriektomie: Offen chirurgisch (abdominal);5-663.30;0;0;1
56671;Insufflation der Tubae uterinae: Chromopertubation;5-667.1;0;0;1
56814;Exzision und Destruktion von erkranktem Gewebe des Uterus: Morcellieren des Uterus als Vorbereitung zur Uterusexstirpation;5-681.4;0;0;1
568150;Exzision und Destruktion von erkranktem Gewebe des Uterus: Endometriumablation: Ablation durch Rollerball und/oder Schlingenresektion;5-681.50;0;0;1
568200;Subtotale Uterusexstirpation: Suprazervikal: Offen chirurgisch (abdominal);5-682.00;0;0;1
568202;Subtotale Uterusexstirpation: Suprazervikal: Endoskopisch (laparoskopisch);5-682.02;0;0;1
568300;Uterusexstirpation [Hysterektomie]: Ohne Salpingoovarektomie: Offen chirurgisch (abdominal);5-683.00;0;0;1
568301;Uterusexstirpation [Hysterektomie]: Ohne Salpingoovarektomie: Vaginal;5-683.01;0;0;1
568302;Uterusexstirpation [Hysterektomie]: Ohne Salpingoovarektomie: Vaginal, laparoskopisch assistiert;5-683.02;0;0;1
568310;Uterusexstirpation [Hysterektomie]: Mit Salpingoovarektomie, einseitig: Offen chirurgisch (abdominal);5-683.10;0;0;1
568311;Uterusexstirpation [Hysterektomie]: Mit Salpingoovarektomie, einseitig: Vaginal;5-683.11;0;0;1
568312;Uterusexstirpation [Hysterektomie]: Mit Salpingoovarektomie, einseitig: Vaginal, laparoskopisch assistiert;5-683.12;0;0;1
568320;Uterusexstirpation [Hysterektomie]: Mit Salpingoovarektomie, beidseitig: Offen chirurgisch (abdominal);5-683.20;0;0;1
568321;Uterusexstirpation [Hysterektomie]: Mit Salpingoovarektomie, beidseitig: Vaginal;5-683.21;0;0;1
568322;Uterusexstirpation [Hysterektomie]: Mit Salpingoovarektomie, beidseitig: Vaginal, laparoskopisch assistiert;5-683.22;0;0;1
57024;Lokale Exzision und Destruktion von erkranktem Gewebe der Vagina und des Douglasraumes: Destruktion von erkranktem Gewebe des Douglasraumes;5-702.4;0;0;1
57030;Verschluss und (sub-)totale Exstirpation der Vagina: Kolpokleisis;5-703.0;0;0;1
570400;Vaginale Kolporrhaphie und Beckenbodenplastik: Vorderwandplastik (bei (Urethro-)Zystozele): Ohne alloplastisches Material;5-704.00;0;0;1
570401;Vaginale Kolporrhaphie und Beckenbodenplastik: Vorderwandplastik (bei (Urethro-)Zystozele): Mit alloplastischem Material;5-704.01;0;0;1
570410;Vaginale Kolporrhaphie und Beckenbodenplastik: Hinterwandplastik (bei Rektozele): Ohne alloplastisches Material;5-704.10;0;0;1
570411;Vaginale Kolporrhaphie und Beckenbodenplastik: Hinterwandplastik (bei Rektozele): Mit alloplastischem Material;5-704.11;0;0;1
570443;Vaginale Kolporrhaphie und Beckenbodenplastik: Scheidenstumpffixation: Vaginal;5-704.43;0;0;1
57044x;Vaginale Kolporrhaphie und Beckenbodenplastik: Scheidenstumpffixation: Sonstige;5-704.4x;0;0;1
57071;Plastische Rekonstruktion des kleinen Beckens und des Douglasraumes: Douglasplastik;5-707.1;0;0;1
570721;Plastische Rekonstruktion des kleinen Beckens und des Douglasraumes: Enterozelenplastik ohne alloplastisches Material: Vaginal;5-707.21;0;0;1
570731;Plastische Rekonstruktion des kleinen Beckens und des Douglasraumes: Enterozelenplastik mit alloplastischem Material: Vaginal;5-707.31;0;0;1
57280;Vakuumentbindung: Aus Beckenausgang;5-728.0;0;0;1
57281;Vakuumentbindung: Aus Beckenmitte;5-728.1;0;0;1
5730;Künstliche Fruchtblasensprengung [Amniotomie];5-730;0;0;1
57380;Episiotomie und Naht: Episiotomie;5-738.0;0;0;1
5738x;Episiotomie und Naht: Sonstige;5-738.x;0;0;1
57400;Klassische Sectio caesarea: Primär;5-740.0;0;0;1
57401;Klassische Sectio caesarea: Sekundär;5-740.1;0;0;1
57490;Andere Sectio caesarea: Resectio;5-749.0;0;0;1
574910;Andere Sectio caesarea: Misgav-Ladach-Sectio: Primär;5-749.10;0;0;1
574911;Andere Sectio caesarea: Misgav-Ladach-Sectio: Sekundär;5-749.11;0;0;1
57582;Rekonstruktion weiblicher Geschlechtsorgane nach Ruptur, post partum [Dammriss]: Vagina;5-758.2;0;0;1
57583;Rekonstruktion weiblicher Geschlechtsorgane nach Ruptur, post partum [Dammriss]: Naht an der Haut von Perineum und Vulva;5-758.3;0;0;1
57584;Rekonstruktion weiblicher Geschlechtsorgane nach Ruptur, post partum [Dammriss]: Naht an Haut und Muskulatur von Perineum und Vulva;5-758.4;0;0;1
57585;Rekonstruktion weiblicher Geschlechtsorgane nach Ruptur, post partum [Dammriss]: Naht an Haut und Muskulatur von Perineum und Vulva und Naht des Sphincter ani;5-758.5;0;0;1
5758x;Rekonstruktion weiblicher Geschlechtsorgane nach Ruptur, post partum [Dammriss]: Sonstige;5-758.x;0;0;1
57692;Andere Operationen bei Gesichtsschädelfrakturen: Maßnahmen zur Okklusionssicherung an Maxilla und Mandibula;5-769.2;0;0;1
57763;Osteotomie zur Verlagerung des Untergesichtes: Mit Kontinuitätsdurchtrennung am horizontalen Mandibulaast;5-776.3;0;0;1
57764;Osteotomie zur Verlagerung des Untergesichtes: Mit Kontinuitätsdurchtrennung am aufsteigenden Mandibulaast;5-776.4;0;0;1
57765;Osteotomie zur Verlagerung des Untergesichtes: Kinnverlagerung;5-776.5;0;0;1
577730;Osteotomie zur Verlagerung des Mittelgesichtes: In der Le-Fort-I-Ebene in einem Stück: Ohne Distraktion;5-777.30;0;0;1
577741;Osteotomie zur Verlagerung des Mittelgesichtes: In der Le-Fort-I-Ebene in zwei Stücken: Mit Distraktion;5-777.41;0;0;1
57793;Andere Operationen an Kiefergelenk und Gesichtsschädelknochen: Entfernung von Osteosynthesematerial;5-779.3;0;0;1
57806j;Inzision am Knochen, septisch und aseptisch: Debridement: Patella;5-780.6j;0;0;1
57820t;Exzision und Resektion von erkranktem Knochengewebe: Partielle Resektion: Kalkaneus;5-782.0t;0;0;1
578210;Exzision und Resektion von erkranktem Knochengewebe: Partielle Resektion mit Weichteilresektion: Klavikula;5-782.10;0;0;1
57821t;Exzision und Resektion von erkranktem Knochengewebe: Partielle Resektion mit Weichteilresektion: Kalkaneus;5-782.1t;0;0;1
57830;Entnahme eines Knochentransplantates: Spongiosa, eine Entnahmestelle;5-783.0;0;0;1
57833;Entnahme eines Knochentransplantates: Kortikospongiöser Span, mehrere Entnahmestellen;5-783.3;0;0;1
57840h;Knochentransplantation und -transposition: Transplantation von Spongiosa, autogen: Femur distal;5-784.0h;0;0;1
57840k;Knochentransplantation und -transposition: Transplantation von Spongiosa, autogen: Tibia proximal;5-784.0k;0;0;1
57840u;Knochentransplantation und -transposition: Transplantation von Spongiosa, autogen: Tarsale;5-784.0u;0;0;1
57840v;Knochentransplantation und -transposition: Transplantation von Spongiosa, autogen: Metatarsale;5-784.0v;0;0;1
57853v;Implantation von alloplastischem Knochenersatz: Keramischer Knochenersatz, resorbierbar: Metatarsale;5-785.3v;0;0;1
57853w;Implantation von alloplastischem Knochenersatz: Keramischer Knochenersatz, resorbierbar: Phalangen Fuß;5-785.3w;0;0;1
57860;Osteosyntheseverfahren: Durch Schraube;5-786.0;0;0;1
57861;Osteosyntheseverfahren: Durch Draht oder Zuggurtung/Cerclage;5-786.1;0;0;1
57862;Osteosyntheseverfahren: Durch Platte;5-786.2;0;0;1
57864;Osteosyntheseverfahren: Durch dynamische Kompressionsschraube;5-786.4;0;0;1
5786e;Osteosyntheseverfahren: Durch (Blount-)Klammern;5-786.e;0;0;1
5786k;Osteosyntheseverfahren: Durch winkelstabile Platte;5-786.k;0;0;1
57871g;Entfernung von Osteosynthesematerial: Schraube: Femurschaft;5-787.1g;0;0;1
57871h;Entfernung von Osteosynthesematerial: Schraube: Femur distal;5-787.1h;0;0;1
57871k;Entfernung von Osteosynthesematerial: Schraube: Tibia proximal;5-787.1k;0;0;1
57871n;Entfernung von Osteosynthesematerial: Schraube: Tibia distal;5-787.1n;0;0;1
57871v;Entfernung von Osteosynthesematerial: Schraube: Metatarsale;5-787.1v;0;0;1
5787ew;Entfernung von Osteosynthesematerial: (Blount-)Klammern: Phalangen Fuß;5-787.ew;0;0;1
5787j1;Entfernung von Osteosynthesematerial: Internes Verlängerungs- oder Knochentransportsystem: Motorisiert;5-787.j1;0;0;1
578800;Operationen an Metatarsale und Phalangen des Fußes: Resektion (Exostose): Os metatarsale I;5-788.00;0;0;1
578840;Operationen an Metatarsale und Phalangen des Fußes: Weichteilkorrektur: In Höhe des 1. Zehenstrahles;5-788.40;0;0;1
578841;Operationen an Metatarsale und Phalangen des Fußes: Weichteilkorrektur: In Höhe des 2. bis 5. Zehenstrahles, 1 Zehenstrahl;5-788.41;0;0;1
578842;Operationen an Metatarsale und Phalangen des Fußes: Weichteilkorrektur: In Höhe des 2. bis 5. Zehenstrahles, 2 Zehenstrahlen;5-788.42;0;0;1
578850;Operationen an Metatarsale und Phalangen des Fußes: Osteotomie: Os metatarsale I;5-788.50;0;0;1
578851;Operationen an Metatarsale und Phalangen des Fußes: Osteotomie: Os metatarsale I, Doppelosteotomie;5-788.51;0;0;1
578852;Operationen an Metatarsale und Phalangen des Fußes: Osteotomie: Os metatarsale II bis V, 1 Os metatarsale;5-788.52;0;0;1
578853;Operationen an Metatarsale und Phalangen des Fußes: Osteotomie: Os metatarsale II bis V, 2 Ossa metatarsalia;5-788.53;0;0;1
578854;Operationen an Metatarsale und Phalangen des Fußes: Osteotomie: Os metatarsale II bis V, 3 Ossa metatarsalia;5-788.54;0;0;1
578855;Operationen an Metatarsale und Phalangen des Fußes: Osteotomie: Os metatarsale II bis V, 4 Ossa metatarsalia;5-788.55;0;0;1
578856;Operationen an Metatarsale und Phalangen des Fußes: Osteotomie: Digitus I;5-788.56;0;0;1
578860;Operationen an Metatarsale und Phalangen des Fußes: Arthroplastik: Metatarsophalangealgelenk, Digitus I;5-788.60;0;0;1
578861;Operationen an Metatarsale und Phalangen des Fußes: Arthroplastik: Metatarsophalangealgelenk, Digitus II bis V, 1 Gelenk;5-788.61;0;0;1
578866;Operationen an Metatarsale und Phalangen des Fußes: Arthroplastik: Interphalangealgelenk, Digitus II bis V, 1 Gelenk;5-788.66;0;0;1
578867;Operationen an Metatarsale und Phalangen des Fußes: Arthroplastik: Interphalangealgelenk, Digitus II bis V, 2 Gelenke;5-788.67;0;0;1
57952v;Offene Reposition einer einfachen Fraktur an kleinen Knochen: Durch Draht oder Zuggurtung/Cerclage: Metatarsale;5-795.2v;0;0;1
58004g;Offen chirurgische Revision eines Gelenkes: Synovialektomie, partiell: Hüftgelenk;5-800.4g;0;0;1
58004h;Offen chirurgische Revision eines Gelenkes: Synovialektomie, partiell: Kniegelenk;5-800.4h;0;0;1
58004k;Offen chirurgische Revision eines Gelenkes: Synovialektomie, partiell: Oberes Sprunggelenk;5-800.4k;0;0;1
58005g;Offen chirurgische Revision eines Gelenkes: Synovialektomie, total: Hüftgelenk;5-800.5g;0;0;1
58005h;Offen chirurgische Revision eines Gelenkes: Synovialektomie, total: Kniegelenk;5-800.5h;0;0;1
58005q;Offen chirurgische Revision eines Gelenkes: Synovialektomie, total: Metatarsophalangealgelenk;5-800.5q;0;0;1
58006h;Offen chirurgische Revision eines Gelenkes: Gelenkmobilisation [Arthrolyse]: Kniegelenk;5-800.6h;0;0;1
58006q;Offen chirurgische Revision eines Gelenkes: Gelenkmobilisation [Arthrolyse]: Metatarsophalangealgelenk;5-800.6q;0;0;1
58008k;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Oberes Sprunggelenk;5-800.8k;0;0;1
58008q;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Metatarsophalangealgelenk;5-800.8q;0;0;1
58009h;Offen chirurgische Revision eines Gelenkes: Zystenexstirpation: Kniegelenk;5-800.9h;0;0;1
5800ah;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Kniegelenk;5-800.ah;0;0;1
5800ch;Offen chirurgische Revision eines Gelenkes: Resektion von Bandanteilen und Bandresten: Kniegelenk;5-800.ch;0;0;1
5800ck;Offen chirurgische Revision eines Gelenkes: Resektion von Bandanteilen und Bandresten: Oberes Sprunggelenk;5-800.ck;0;0;1
58024;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Naht des medialen Kapselbandapparates;5-802.4;0;0;1
58028;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Kombinierte Rekonstruktion;5-802.8;0;0;1
58040;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Retinakulumspaltung, lateral;5-804.0;0;0;1
58042;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Verlagerung des Patellarsehnenansatzes (z.B. nach Bandi, Elmslie);5-804.2;0;0;1
