re_Code;re_Text;re_Hauptdiagnose;re_Nebendiagnose;re_Prozedur
9-655.c;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 24 bis 26 Therapieeinheiten pro Woche;0;0;1
9-655.d;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 26 bis 28 Therapieeinheiten pro Woche;0;0;1
9-655.e;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 28 bis 30 Therapieeinheiten pro Woche;0;0;1
9-655.f;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 30 bis 32 Therapieeinheiten pro Woche;0;0;1
9-655.g;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 32 bis 34 Therapieeinheiten pro Woche;0;0;1
9-655.h;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 34 bis 36 Therapieeinheiten pro Woche;0;0;1
9-655.j;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 36 bis 38 Therapieeinheiten pro Woche;0;0;1
9-655.k;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 38 bis 40 Therapieeinheiten pro Woche;0;0;1
9-655.m;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 40 bis 42 Therapieeinheiten pro Woche;0;0;1
9-655.n;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 42 bis 44 Therapieeinheiten pro Woche;0;0;1
9-655.p;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 44 bis 46 Therapieeinheiten pro Woche;0;0;1
9-655.q;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 46 bis 48 Therapieeinheiten pro Woche;0;0;1
9-655.r;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 48 bis 50 Therapieeinheiten pro Woche;0;0;1
9-655.s;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 50 bis 52 Therapieeinheiten pro Woche;0;0;1
9-655.t;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 52 bis 54 Therapieeinheiten pro Woche;0;0;1
9-655.u;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 54 bis 56 Therapieeinheiten pro Woche;0;0;1
9-655.v;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 56 bis 58 Therapieeinheiten pro Woche;0;0;1
9-655.w;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 58 Therapieeinheiten pro Woche;0;0;1
9-664.0;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit bis 2 Therapieeinheiten pro Woche;0;0;1
9-664.1;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 2 bis 4 Therapieeinheiten pro Woche;0;0;1
9-664.2;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 4 bis 6 Therapieeinheiten pro Woche;0;0;1
9-664.3;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 6 bis 8 Therapieeinheiten pro Woche;0;0;1
9-664.4;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 8 bis 10 Therapieeinheiten pro Woche;0;0;1
9-664.5;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 10 bis 12 Therapieeinheiten pro Woche;0;0;1
9-664.6;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 12 bis 14 Therapieeinheiten pro Woche;0;0;1
9-664.7;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 14 bis 16 Therapieeinheiten pro Woche;0;0;1
9-664.8;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 16 bis 18 Therapieeinheiten pro Woche;0;0;1
9-664.9;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 18 bis 20 Therapieeinheiten pro Woche;0;0;1
9-664.a;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 20 bis 22 Therapieeinheiten pro Woche;0;0;1
9-664.b;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 22 bis 24 Therapieeinheiten pro Woche;0;0;1
9-664.c;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 24 bis 26 Therapieeinheiten pro Woche;0;0;1
9-664.d;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 26 bis 28 Therapieeinheiten pro Woche;0;0;1
9-664.e;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 28 bis 30 Therapieeinheiten pro Woche;0;0;1
9-664.f;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 30 bis 32 Therapieeinheiten pro Woche;0;0;1
9-664.g;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: Regelbehandlung mit mehr als 32 Therapieeinheiten pro Woche;0;0;1
9-665.0;Regelbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: bis 2 Therapieeinheiten pro Woche;0;0;1
9-665.1;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 2 bis 4 Therapieeinheiten pro Woche;0;0;1
9-665.2;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 4 bis 6 Therapieeinheiten pro Woche;0;0;1
9-665.3;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten Therapieeinheiten: mehr als 6 bis 8 Therapieeinheiten pro Woche;0;0;1
9-665.4;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 8 bis 10 Therapieeinheiten pro Woche;0;0;1
9-665.5;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 10 bis 12 Therapieeinheiten pro Woche;0;0;1
9-665.6;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 12 bis 14 Therapieeinheiten pro Woche;0;0;1
9-665.7;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 14 bis 16 Therapieeinheiten pro Woche;0;0;1
9-665.8;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 16 bis 18 Therapieeinheiten pro Woche;0;0;1
9-665.9;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 18 bis 20 Therapieeinheiten pro Woche;0;0;1
9-665.a;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 20 bis 22 Therapieeinheiten pro Woche;0;0;1
9-665.b;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 22 bis 24 Therapieeinheiten pro Woche;0;0;1
9-665.c;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 24 bis 26 Therapieeinheiten pro Woche;0;0;1
9-665.d;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 26 bis 28 Therapieeinheiten pro Woche;0;0;1
9-665.e;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 28 bis 30 Therapieeinheiten pro Woche;0;0;1
9-665.f;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 30 bis 32 Therapieeinheiten pro Woche;0;0;1
9-665.g;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 32 bis 34 Therapieeinheiten pro Woche;0;0;1
9-665.h;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 34 bis 36 Therapieeinheiten pro Woche;0;0;1
9-665.j;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 36 bis 38 Therapieeinheiten pro Woche;0;0;1
9-665.k;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 38 bis 40 Therapieeinheiten pro Woche;0;0;1
9-665.m;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 40 bis 42 Therapieeinheiten pro Woche;0;0;1
9-665.n;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 42 bis 44 Therapieeinheiten pro Woche;0;0;1
9-665.p;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 44 bis 46 Therapieeinheiten pro Woche;0;0;1
9-665.q;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 46 bis 48 Therapieeinheiten pro Woche;0;0;1
9-665.r;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 48 bis 50 Therapieeinheiten pro Woche;0;0;1
9-665.s;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 50 bis 52 Therapieeinheiten pro Woche;0;0;1
9-665.t;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 52 bis 54 Therapieeinheiten pro Woche;0;0;1
9-665.u;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 54 bis 56 Therapieeinheiten pro Woche;0;0;1
9-665.v;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 56 bis 58 Therapieeinheiten pro Woche;0;0;1
9-665.w;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 58 Therapieeinheiten pro Woche;0;0;1
9-672;Psychiatrisch-psychosomatische Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen;0;0;1
9-684.0;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: bis 2 Therapieeinheiten pro Woche;0;0;1
9-684.1;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 2 bis 4 Therapieeinheiten pro Woche;0;0;1
9-684.2;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 4 bis 6 Therapieeinheiten pro Woche;0;0;1
9-684.3;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 6 bis 8 Therapieeinheiten pro Woche;0;0;1
9-684.4;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 8 bis 10 Therapieeinheiten pro Woche;0;0;1
9-684.5;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 10 bis 12 Therapieeinheiten pro Woche;0;0;1
9-684.6;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 12 bis 14 Therapieeinheiten pro Woche;0;0;1
9-684.7;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 14 bis 16 Therapieeinheiten pro Woche;0;0;1
9-684.8;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 16 bis 18 Therapieeinheiten pro Woche;0;0;1
9-684.9;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 18 bis 20 Therapieeinheiten pro Woche;0;0;1
9-684.a;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 20 bis 22 Therapieeinheiten pro Woche;0;0;1
9-684.b;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 22 bis 24 Therapieeinheiten pro Woche;0;0;1
9-684.c;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 24 bis 26 Therapieeinheiten pro Woche;0;0;1
9-684.d;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 26 bis 28 Therapieeinheiten pro Woche;0;0;1
9-684.e;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 28 bis 30 Therapieeinheiten pro Woche;0;0;1
9-684.f;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 30 bis 32 Therapieeinheiten pro Woche;0;0;1
9-684.g;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 32 Therapieeinheiten pro Woche;0;0;1
9-685.0;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit bis 2 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.1;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 2 bis 4 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.2;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 4 bis 6 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.3;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 6 bis 8 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.4;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 8 bis 10 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.5;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 10 bis 12 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.6;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 12 bis 14 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.7;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 14 bis 16 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.8;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 16 bis 18 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.9;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 18 bis 20 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.a;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 20 bis 22 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.b;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 22 bis 24 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.c;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 24 bis 26 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.d;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 26 bis 28 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.e;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 28 bis 30 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.f;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 30 bis 32 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.g;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 32 bis 34 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.h;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 34 bis 36 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.j;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 36 bis 38 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.k;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 38 bis 40 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.m;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 40 bis 42 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.n;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 42 bis 44 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.p;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 44 bis 46 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
9-685.q;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 46 bis 48 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;0;0;1
